,index,bowler,innings,runs,deliveries,wickets,bowled,lbw,caught,c_and_b,stumped,bowling_team,match_id
538,10,T Panyangara,1,39,49,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919615
539,11,TJ Murtagh,2,46,49,1.0,0.0,0.0,1.0,0.0,0.0,Ireland,919615
540,12,WP Masakadza,1,49,55,0.0,0.0,0.0,0.0,0.0,0.0,Zimbabwe,919615
541,0,AR McBrine,2,53,60,2.0,0.0,0.0,2.0,0.0,0.0,Ireland,919613
542,1,CJ Chibhabha,1,19,42,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919613
543,2,GH Dockrell,2,29,60,2.0,0.0,0.0,1.0,0.0,1.0,Ireland,919613
544,3,J Nyumbu,1,34,61,2.0,0.0,0.0,2.0,0.0,0.0,Zimbabwe,919613
545,4,JF Mooney,2,23,31,1.0,0.0,0.0,1.0,0.0,0.0,Ireland,919613
546,5,KJ O'Brien,2,24,24,0.0,0.0,0.0,0.0,0.0,0.0,Ireland,919613
547,6,LM Jongwe,1,42,45,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919613
548,7,PR Stirling,2,35,60,0.0,0.0,0.0,0.0,0.0,0.0,Ireland,919613
549,8,SC Williams,1,43,56,1.0,0.0,1.0,0.0,0.0,0.0,Zimbabwe,919613
550,9,T Panyangara,1,24,43,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919613
551,10,TJ Murtagh,2,51,61,1.0,0.0,0.0,1.0,0.0,0.0,Ireland,919613
552,11,WP Masakadza,1,45,60,2.0,0.0,0.0,1.0,0.0,1.0,Zimbabwe,919613
553,0,Aamer Yamin,1,29,36,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,919611
554,1,Bilal Asif,1,25,60,5.0,3.0,0.0,0.0,2.0,0.0,Pakistan,919611
555,2,CT Mutombodzi,2,21,18,0.0,0.0,0.0,0.0,0.0,0.0,Zimbabwe,919611
556,3,Imad Wasim,1,35,49,3.0,0.0,2.0,1.0,0.0,0.0,Pakistan,919611
557,4,J Nyumbu,2,31,26,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919611
558,5,LM Jongwe,2,42,42,0.0,0.0,0.0,0.0,0.0,0.0,Zimbabwe,919611
559,6,MN Waller,2,11,12,0.0,0.0,0.0,0.0,0.0,0.0,Zimbabwe,919611
560,7,Mohammad Irfan,1,42,49,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,919611
561,8,SC Williams,2,28,61,1.0,0.0,0.0,0.0,0.0,1.0,Zimbabwe,919611
562,9,Shoaib Malik,1,4,5,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,919611
563,10,Sikandar Raza,2,2,6,0.0,0.0,0.0,0.0,0.0,0.0,Zimbabwe,919611
564,11,T Panyangara,2,20,44,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919611
565,12,Wahab Riaz,1,23,37,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,919611
566,0,AG Cremer,2,8,10,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919609
567,1,Aamer Yamin,1,35,33,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,919609
568,2,Azhar Ali,1,22,24,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,919609
569,3,Bilal Asif,1,38,49,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,919609
570,4,CJ Chibhabha,2,53,50,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919609
571,5,E Chigumbura,2,31,32,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919609
572,6,J Nyumbu,2,32,41,0.0,0.0,0.0,0.0,0.0,0.0,Zimbabwe,919609
573,7,LM Jongwe,2,40,49,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919609
574,8,Mohammad Irfan,1,43,62,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,919609
575,9,SC Williams,2,33,60,0.0,0.0,0.0,0.0,0.0,0.0,Zimbabwe,919609
576,10,Shoaib Malik,1,34,42,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,919609
577,11,T Panyangara,2,42,56,2.0,1.0,0.0,1.0,0.0,0.0,Zimbabwe,919609
578,12,Wahab Riaz,1,62,61,4.0,0.0,0.0,3.0,0.0,0.0,Pakistan,919609
579,13,Yasir Shah,1,29,37,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,919609
580,0,AG Cremer,1,44,37,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919607
581,1,Aamer Yamin,2,20,38,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,919607
582,2,CJ Chibhabha,1,25,48,0.0,0.0,0.0,0.0,0.0,0.0,Zimbabwe,919607
583,3,Imad Wasim,2,23,43,1.0,0.0,1.0,0.0,0.0,0.0,Pakistan,919607
584,4,J Nyumbu,1,39,54,1.0,1.0,0.0,0.0,0.0,0.0,Zimbabwe,919607
585,5,LM Jongwe,1,40,56,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919607
586,6,Mohammad Irfan,2,7,24,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,919607
587,7,SC Williams,1,35,54,0.0,0.0,0.0,0.0,0.0,0.0,Zimbabwe,919607
588,8,Shoaib Malik,2,28,44,3.0,1.0,2.0,0.0,0.0,0.0,Pakistan,919607
589,9,T Panyangara,1,62,58,1.0,0.0,0.0,1.0,0.0,0.0,Zimbabwe,919607
590,10,Wahab Riaz,2,17,25,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,919607
591,11,Yasir Shah,2,26,54,6.0,2.0,0.0,4.0,0.0,0.0,Pakistan,919607
592,0,AD Mathews,1,11,12,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,915781
593,1,BAW Mendis,1,44,51,2.0,0.0,1.0,1.0,0.0,0.0,Sri Lanka,915781
594,2,CR Brathwaite,2,37,45,1.0,0.0,0.0,1.0,0.0,0.0,West Indies,915781
595,3,J Blackwood,2,16,18,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,915781
596,4,JL Carter,2,18,19,1.0,0.0,0.0,1.0,0.0,0.0,West Indies,915781
597,5,JO Holder,2,44,42,2.0,0.0,0.0,2.0,0.0,0.0,West Indies,915781
598,6,PVD Chameera,1,36,45,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,915781
599,7,R Rampaul,2,31,33,1.0,0.0,0.0,1.0,0.0,0.0,West Indies,915781
600,8,RAS Lakmal,1,33,45,2.0,1.0,1.0,0.0,0.0,0.0,Sri Lanka,915781
601,9,SL Malinga,1,43,42,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,915781
602,10,SP Narine,2,24,45,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,915781
603,11,TAM Siriwardana,1,17,30,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,915781
604,0,BAW Mendis,1,42,44,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,915779
605,1,CR Brathwaite,2,33,26,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,915779
606,2,GSNFG Jayasuriya,1,11,12,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,915779
607,3,JE Taylor,2,45,31,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,915779
608,4,JL Carter,2,9,15,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,915779
609,5,JN Mohammed,2,25,36,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,915779
610,6,MN Samuels,2,34,33,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,915779
611,7,R Rampaul,2,39,36,1.0,0.0,0.0,1.0,0.0,0.0,West Indies,915779
612,8,RAS Lakmal,1,49,44,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,915779
613,9,SL Malinga,1,43,46,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,915779
614,10,SMSM Senanayake,1,25,36,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,915779
615,11,SP Narine,2,27,48,1.0,1.0,0.0,0.0,0.0,0.0,West Indies,915779
616,12,TAM Siriwardana,1,27,42,2.0,0.0,1.0,1.0,0.0,0.0,Sri Lanka,915779
617,13,TM Dilshan,1,7,6,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,915779
618,0,AD Mathews,1,34,19,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,915777
619,1,AD Russell,2,18,5,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,915777
620,2,BAW Mendis,1,45,25,2.0,2.0,0.0,0.0,0.0,0.0,Sri Lanka,915777
621,3,CR Brathwaite,2,31,32,2.0,0.0,0.0,2.0,0.0,0.0,West Indies,915777
622,4,GSNFG Jayasuriya,1,15,18,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,915777
623,5,J Charles,2,10,7,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,915777
624,6,JE Taylor,2,31,31,1.0,0.0,0.0,1.0,0.0,0.0,West Indies,915777
625,7,JL Carter,2,13,14,2.0,1.0,1.0,0.0,0.0,0.0,West Indies,915777
626,8,JO Holder,2,28,31,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,915777
627,9,RAS Lakmal,1,9,32,3.0,0.0,2.0,1.0,0.0,0.0,Sri Lanka,915777
628,10,SL Malinga,1,19,37,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,915777
629,11,SMSM Senanayake,1,25,30,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,915777
630,12,SP Narine,2,20,37,3.0,2.0,0.0,1.0,0.0,0.0,West Indies,915777
631,0,AF Milne,1,43,59,3.0,0.0,0.0,3.0,0.0,0.0,New Zealand,914265
632,1,Azhar Ali,2,35,44,2.0,0.0,0.0,1.0,0.0,1.0,Pakistan,914265
633,2,CJ Anderson,1,25,25,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,914265
634,3,GD Elliott,1,55,60,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,914265
635,4,MJ Henry,1,41,63,2.0,0.0,0.0,2.0,0.0,0.0,New Zealand,914265
636,5,MJ Santner,1,55,31,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,914265
637,6,Mohammad Amir,2,37,56,2.0,0.0,1.0,1.0,0.0,0.0,Pakistan,914265
638,7,Mohammad Irfan,2,55,53,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,914265
639,8,Rahat Ali,2,52,44,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,914265
640,9,Shoaib Malik,2,19,18,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,914265
641,10,TA Boult,1,56,58,2.0,0.0,0.0,2.0,0.0,0.0,New Zealand,914265
642,11,Wahab Riaz,2,48,55,1.0,1.0,0.0,0.0,0.0,0.0,Pakistan,914265
643,0,A Zampa,1,45,60,1.0,0.0,0.0,1.0,0.0,0.0,Australia,914235
644,1,AF Milne,2,42,52,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,914235
645,2,CJ Anderson,2,15,37,2.0,0.0,0.0,2.0,0.0,0.0,New Zealand,914235
646,3,DAJ Bracewell,2,14,37,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,914235
647,4,GD Elliott,2,25,30,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,914235
648,5,GJ Maxwell,1,10,19,0.0,0.0,0.0,0.0,0.0,0.0,Australia,914235
649,6,IS Sodhi,2,31,48,2.0,0.0,1.0,1.0,0.0,0.0,New Zealand,914235
650,7,JR Hazlewood,1,44,61,2.0,0.0,0.0,2.0,0.0,0.0,Australia,914235
651,8,JW Hastings,1,41,46,2.0,2.0,0.0,0.0,0.0,0.0,Australia,914235
652,9,MJ Henry,2,60,60,3.0,1.0,0.0,1.0,1.0,0.0,New Zealand,914235
653,10,MR Marsh,1,33,37,3.0,0.0,0.0,3.0,0.0,0.0,Australia,914235
654,11,SM Boland,1,58,55,2.0,1.0,1.0,0.0,0.0,0.0,Australia,914235
655,0,A Zampa,1,56,61,2.0,0.0,0.0,2.0,0.0,0.0,Australia,914233
656,1,AF Milne,2,57,55,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,914233
