,index,batsman,innings,runs,balls_faced,zeros,ones,twos,threes,fours,fives,sixes,dismissal_type,strike_batsman_x,offstrike_batsman,bowler,out,batting_pos,strike_batsman_y,batting_team,match_id
0,0,Rohan Mustafa,1,19,20,10,6,1,1,2,0,0,caught,Rohan Mustafa,Mohammad Shahzad (2),CB Sole,True,1,Rohan Mustafa,United Arab Emirates,997995
1,1,L Sreekumar,1,16,19,14,2,0,0,2,0,1,caught,L Sreekumar,Rohan Mustafa,SM Sharif,True,2,L Sreekumar,United Arab Emirates,997995
2,2,Mohammad Shahzad (2),1,21,32,23,5,0,0,4,0,0,caught,Mohammad Shahzad (2),Shaiman Anwar,SM Sharif,True,3,Mohammad Shahzad (2),United Arab Emirates,997995
3,3,Shaiman Anwar,1,63,77,39,28,4,1,3,0,2,caught,Shaiman Anwar,Rameez Shahzad,CB Sole,True,4,Shaiman Anwar,United Arab Emirates,997995
4,4,Muhammad Usman,1,43,48,20,21,4,0,2,0,1,caught,Muhammad Usman,Shaiman Anwar,AC Evans,True,5,Muhammad Usman,United Arab Emirates,997995
5,5,Rameez Shahzad,1,33,40,25,9,1,0,4,0,1,caught,Rameez Shahzad,Fayyaz Ahmed,SM Sharif,True,6,Rameez Shahzad,United Arab Emirates,997995
6,6,Amjad Javed,1,0,1,1,0,0,0,0,0,0,caught,Amjad Javed,Rameez Shahzad,CD de Lange,True,7,Amjad Javed,United Arab Emirates,997995
7,7,Saqlain Haider,1,12,20,12,6,1,0,1,0,0,lbw,Saqlain Haider,Rameez Shahzad,CD de Lange,True,8,Saqlain Haider,United Arab Emirates,997995
8,8,Fayyaz Ahmed,1,4,16,12,4,0,0,0,0,0,,,,,False,9,Fayyaz Ahmed,United Arab Emirates,997995
9,9,Mohammad Naveed,1,1,3,2,1,0,0,0,0,0,caught,Mohammad Naveed,Fayyaz Ahmed,CB Sole,True,10,Mohammad Naveed,United Arab Emirates,997995
10,10,Ahmed Raza,1,2,10,8,2,0,0,0,0,0,caught,Ahmed Raza,Fayyaz Ahmed,AC Evans,True,11,Ahmed Raza,United Arab Emirates,997995
11,11,KJ Coetzer,2,25,28,20,2,0,1,5,0,0,caught,KJ Coetzer,CS MacLeod,Mohammad Shahzad (2),True,1,KJ Coetzer,Scotland,997995
12,12,CD Wallace,2,6,7,4,2,0,0,1,0,0,caught,CD Wallace,KJ Coetzer,Mohammad Naveed,True,2,CD Wallace,Scotland,997995
13,13,CS MacLeod,2,103,122,62,42,8,1,6,0,3,bowled,CS MacLeod,PL Mommsen,Mohammad Naveed,True,3,CS MacLeod,Scotland,997995
14,14,PL Mommsen,2,80,116,61,41,8,1,5,0,0,,,,,False,4,PL Mommsen,Scotland,997995
15,15,RD Berrington,2,15,13,6,4,0,1,2,0,0,,,,,False,5,RD Berrington,Scotland,997995
16,0,KJ Coetzer,1,127,123,55,43,8,2,14,0,1,caught,KJ Coetzer,PL Mommsen,Mohammad Shahzad (2),True,1,KJ Coetzer,Scotland,997993
17,1,CD Wallace,1,16,16,8,4,2,0,2,0,0,caught,CD Wallace,KJ Coetzer,Ahmed Raza,True,2,CD Wallace,Scotland,997993
18,2,CS MacLeod,1,20,33,22,8,0,0,3,0,0,caught and bowled,CS MacLeod,KJ Coetzer,Ahmed Raza,True,3,CS MacLeod,Scotland,997993
19,3,PL Mommsen,1,111,102,36,40,16,1,9,0,0,,,,,False,4,PL Mommsen,Scotland,997993
20,4,MA Leask,1,10,8,4,2,1,0,0,0,1,caught,MA Leask,PL Mommsen,Mohammad Shahzad (2),True,5,MA Leask,Scotland,997993
21,5,RD Berrington,1,27,16,3,8,1,1,2,0,1,caught,RD Berrington,PL Mommsen,Mohammad Shahzad (2),True,6,RD Berrington,Scotland,997993
22,6,CD de Lange,1,7,6,1,3,2,0,0,0,0,,,,,False,7,CD de Lange,Scotland,997993
23,7,Rohan Mustafa,2,43,48,32,5,3,2,5,0,1,caught,Rohan Mustafa,Mohammad Shahzad (2),AC Evans,True,1,Rohan Mustafa,United Arab Emirates,997993
24,8,L Sreekumar,2,28,32,22,4,0,0,6,0,0,caught,L Sreekumar,Rohan Mustafa,AC Evans,True,2,L Sreekumar,United Arab Emirates,997993
25,9,Mohammad Shahzad (2),2,28,34,23,5,2,1,1,0,2,run out,Muhammad Usman,Mohammad Shahzad (2),,True,3,Mohammad Shahzad (2),United Arab Emirates,997993
26,10,Shaiman Anwar,2,9,12,9,1,1,0,0,0,1,caught,Shaiman Anwar,Mohammad Shahzad (2),CD de Lange,True,4,Shaiman Anwar,United Arab Emirates,997993
27,11,Muhammad Usman,2,34,49,28,14,5,0,1,0,1,caught,Muhammad Usman,Rameez Shahzad,SM Sharif,True,5,Muhammad Usman,United Arab Emirates,997993
28,12,Rameez Shahzad,2,15,30,17,11,2,0,0,0,0,caught,Rameez Shahzad,Krishna Chandran,CD de Lange,True,6,Rameez Shahzad,United Arab Emirates,997993
29,13,Mohammad Naveed,2,2,4,3,0,1,0,0,0,0,caught,Mohammad Naveed,Rameez Shahzad,SM Sharif,True,7,Mohammad Naveed,United Arab Emirates,997993
30,14,Krishna Chandran,2,15,27,16,9,1,0,1,0,0,caught,Krishna Chandran,Saqlain Haider,AC Evans,True,8,Krishna Chandran,United Arab Emirates,997993
31,15,Amjad Javed,2,32,20,10,4,1,0,2,0,3,caught,Amjad Javed,Krishna Chandran,AC Evans,True,9,Amjad Javed,United Arab Emirates,997993
32,16,Saqlain Haider,2,11,8,3,3,0,0,2,0,0,caught,Saqlain Haider,Ahmed Raza,MA Leask,True,10,Saqlain Haider,United Arab Emirates,997993
33,17,Ahmed Raza,2,1,2,1,1,0,0,0,0,0,,,,,False,11,Ahmed Raza,United Arab Emirates,997993
34,0,WTS Porterfield,1,8,23,19,2,1,0,1,0,0,caught,WTS Porterfield,EC Joyce,Mirwais Ashraf,True,1,WTS Porterfield,Ireland,997967
35,1,EC Joyce,1,160,150,72,47,8,1,19,0,3,,,,,False,2,EC Joyce,Ireland,997967
36,2,SP Terry,1,4,17,14,2,1,0,0,0,0,caught and bowled,SP Terry,EC Joyce,Yamin Ahmadzai,True,3,SP Terry,Ireland,997967
37,3,GC Wilson,1,58,95,59,28,2,0,5,0,1,caught,GC Wilson,EC Joyce,Dawlat Zadran,True,4,GC Wilson,Ireland,997967
38,4,KJ O'Brien,1,1,6,5,1,0,0,0,0,0,caught,KJ O'Brien,EC Joyce,Mohammad Nabi,True,5,KJ O'Brien,Ireland,997967
39,5,PR Stirling,1,2,5,3,2,0,0,0,0,0,bowled,PR Stirling,EC Joyce,Dawlat Zadran,True,6,PR Stirling,Ireland,997967
40,6,SW Poynter,1,12,16,6,8,2,0,0,0,0,,,,,False,7,SW Poynter,Ireland,997967
41,7,Mohammad Shahzad,2,7,7,3,3,0,0,1,0,0,caught,Mohammad Shahzad,Javed Ahmadi,BJ McCarthy,True,1,Mohammad Shahzad,Afghanistan,997967
42,8,Javed Ahmadi,2,3,10,7,3,0,0,0,0,0,caught,Javed Ahmadi,Rahmat Shah,TJ Murtagh,True,2,Javed Ahmadi,Afghanistan,997967
43,9,Rahmat Shah,2,30,56,35,16,3,0,2,0,0,lbw,Rahmat Shah,Asghar Stanikzai,KJ O'Brien,True,3,Rahmat Shah,Afghanistan,997967
44,10,Gulbadin Naib,2,2,11,9,2,0,0,0,0,0,bowled,Gulbadin Naib,Rahmat Shah,PKD Chase,True,4,Gulbadin Naib,Afghanistan,997967
45,11,Asghar Stanikzai,2,32,65,36,28,0,0,1,0,0,caught,Asghar Stanikzai,Mohammad Nabi,BJ McCarthy,True,5,Asghar Stanikzai,Afghanistan,997967
46,12,Mohammad Nabi,2,25,33,17,13,1,0,1,0,1,bowled,Mohammad Nabi,Najibullah Zadran,PKD Chase,True,6,Mohammad Nabi,Afghanistan,997967
47,13,Najibullah Zadran,2,54,69,37,22,5,0,4,0,1,caught,Najibullah Zadran,Dawlat Zadran,KJ O'Brien,True,7,Najibullah Zadran,Afghanistan,997967
48,14,Rashid Khan,2,40,33,13,12,3,0,4,0,1,caught,Rashid Khan,Najibullah Zadran,PR Stirling,True,8,Rashid Khan,Afghanistan,997967
49,15,Mirwais Ashraf,2,0,1,1,0,0,0,0,0,0,caught,Mirwais Ashraf,Najibullah Zadran,KJ O'Brien,True,9,Mirwais Ashraf,Afghanistan,997967
50,16,Dawlat Zadran,2,31,18,8,3,2,0,3,0,2,,,,,False,10,Dawlat Zadran,Afghanistan,997967
51,17,Yamin Ahmadzai,2,3,7,5,1,1,0,0,0,0,,,,,False,11,Yamin Ahmadzai,Afghanistan,997967
52,0,Mohammad Shahzad,1,22,36,21,10,4,0,1,0,0,caught,Mohammad Shahzad,Rahmat Shah,PR Stirling,True,1,Mohammad Shahzad,Afghanistan,997965
53,1,Noor Ali Zadran,1,10,12,8,2,0,0,2,0,0,caught,Noor Ali Zadran,Mohammad Shahzad,PKD Chase,True,2,Noor Ali Zadran,Afghanistan,997965
54,2,Rahmat Shah,1,48,70,37,26,3,0,4,0,0,caught,Rahmat Shah,Mohammad Nabi,PKD Chase,True,3,Rahmat Shah,Afghanistan,997965
55,3,Samiullah Shenwari,1,11,25,18,5,1,0,1,0,0,lbw,Samiullah Shenwari,Rahmat Shah,BJ McCarthy,True,4,Samiullah Shenwari,Afghanistan,997965
56,4,Asghar Stanikzai,1,0,4,4,0,0,0,0,0,0,caught,Asghar Stanikzai,Rahmat Shah,AR McBrine,True,5,Asghar Stanikzai,Afghanistan,997965
57,5,Najibullah Zadran,1,3,18,15,3,0,0,0,0,0,caught,Najibullah Zadran,Rahmat Shah,AR McBrine,True,6,Najibullah Zadran,Afghanistan,997965
58,6,Mohammad Nabi,1,50,67,41,16,4,0,5,0,1,caught,Mohammad Nabi,Rashid Khan,TJ Murtagh,True,7,Mohammad Nabi,Afghanistan,997965
59,7,Rashid Khan,1,60,49,21,16,3,2,5,0,2,,,,,False,8,Rashid Khan,Afghanistan,997965
60,8,Mirwais Ashraf,1,14,26,17,6,2,0,1,0,0,,,,,False,9,Mirwais Ashraf,Afghanistan,997965
61,9,WTS Porterfield,2,16,28,19,6,1,0,2,0,0,run out,SP Terry,WTS Porterfield,,True,1,WTS Porterfield,Ireland,997965
62,10,EC Joyce,2,12,24,19,2,1,0,2,0,0,run out,EC Joyce,WTS Porterfield,,True,2,EC Joyce,Ireland,997965
63,11,SP Terry,2,9,30,24,4,1,1,0,0,0,lbw,SP Terry,SW Poynter,Rahmat Shah,True,3,SP Terry,Ireland,997965
64,12,SW Poynter,2,15,22,15,4,0,1,2,0,0,caught,SW Poynter,KJ O'Brien,Rahmat Shah,True,4,SW Poynter,Ireland,997965
65,13,KJ O'Brien,2,34,50,27,18,2,0,3,0,0,caught,KJ O'Brien,PR Stirling,Yamin Ahmadzai,True,5,KJ O'Brien,Ireland,997965
66,14,PR Stirling,2,31,52,30,17,3,0,2,0,0,caught,PR Stirling,GC Wilson,Rashid Khan,True,6,PR Stirling,Ireland,997965
67,15,GC Wilson,2,6,13,7,6,0,0,0,0,0,stumped,GC Wilson,BJ McCarthy,Rashid Khan,True,7,GC Wilson,Ireland,997965
68,16,AR McBrine,2,1,6,5,1,0,0,0,0,0,stumped,AR McBrine,GC Wilson,Rashid Khan,True,8,AR McBrine,Ireland,997965
69,17,BJ McCarthy,2,10,15,8,6,0,0,1,0,0,,,,,False,9,BJ McCarthy,Ireland,997965
70,18,TJ Murtagh,2,1,6,5,1,0,0,0,0,0,caught,TJ Murtagh,BJ McCarthy,Rashid Khan,True,10,TJ Murtagh,Ireland,997965
71,19,PKD Chase,2,0,7,7,0,0,0,0,0,0,caught,PKD Chase,BJ McCarthy,Dawlat Zadran,True,11,PKD Chase,Ireland,997965
72,0,Mohammad Shahzad,1,66,79,46,21,2,1,8,0,1,caught,Mohammad Shahzad,Rahmat Shah,KJ O'Brien,True,1,Mohammad Shahzad,Afghanistan,997961
73,1,Javed Ahmadi,1,29,44,26,13,2,0,3,0,0,bowled,Javed Ahmadi,Mohammad Shahzad,KJ O'Brien,True,2,Javed Ahmadi,Afghanistan,997961
74,2,Rahmat Shah,1,14,26,12,14,0,0,0,0,0,lbw,Rahmat Shah,Samiullah Shenwari,PKD Chase,True,3,Rahmat Shah,Afghanistan,997961
75,3,Samiullah Shenwari,1,24,35,17,16,0,0,2,0,0,bowled,Samiullah Shenwari,Najibullah Zadran,GH Dockrell,True,4,Samiullah Shenwari,Afghanistan,997961
76,4,Asghar Stanikzai,1,0,7,7,0,0,0,0,0,0,caught,Asghar Stanikzai,Samiullah Shenwari,KJ O'Brien,True,5,Asghar Stanikzai,Afghanistan,997961
77,5,Najibullah Zadran,1,59,65,36,19,2,0,6,0,2,caught,Najibullah Zadran,Dawlat Zadran,BJ McCarthy,True,6,Najibullah Zadran,Afghanistan,997961
78,6,Mohammad Nabi,1,5,11,6,5,0,0,0,0,0,lbw,Mohammad Nabi,Najibullah Zadran,KJ O'Brien,True,7,Mohammad Nabi,Afghanistan,997961
79,7,Dawlat Zadran,1,7,9,5,3,0,0,1,0,0,caught,Dawlat Zadran,Rashid Khan,BJ McCarthy,True,8,Dawlat Zadran,Afghanistan,997961
80,8,Mirwais Ashraf,1,12,12,7,2,1,0,2,0,0,caught,Mirwais Ashraf,Dawlat Zadran,BJ McCarthy,True,9,Mirwais Ashraf,Afghanistan,997961
81,9,Rashid Khan,1,18,11,4,4,0,0,2,0,1,caught,Rashid Khan,Shapoor Zadran,BJ McCarthy,True,10,Rashid Khan,Afghanistan,997961
82,10,Shapoor Zadran,1,2,7,5,2,0,0,0,0,0,,,,,False,11,Shapoor Zadran,Afghanistan,997961
83,11,WTS Porterfield,2,25,46,32,9,2,0,3,0,0,bowled,WTS Porterfield,EC Joyce,Mohammad Nabi,True,1,WTS Porterfield,Ireland,997961
84,12,EC Joyce,2,62,90,49,32,3,0,6,0,0,caught,EC Joyce,J Anderson,Mirwais Ashraf,True,2,EC Joyce,Ireland,997961
85,13,J Anderson,2,26,51,32,16,1,0,2,0,0,caught,J Anderson,KJ O'Brien,Rashid Khan,True,3,J Anderson,Ireland,997961
86,14,SW Poynter,2,0,3,3,0,0,0,0,0,0,lbw,SW Poynter,J Anderson,Mirwais Ashraf,True,4,SW Poynter,Ireland,997961
87,15,KJ O'Brien,2,35,27,12,10,0,1,1,0,3,caught,KJ O'Brien,PR Stirling,Rashid Khan,True,5,KJ O'Brien,Ireland,997961
88,16,PR Stirling,2,16,21,11,6,3,0,1,0,0,caught,PR Stirling,AR McBrine,Mohammad Nabi,True,6,PR Stirling,Ireland,997961
89,17,AR McBrine,2,12,21,12,8,0,0,1,0,0,lbw,AR McBrine,GH Dockrell,Rashid Khan,True,7,AR McBrine,Ireland,997961
90,18,GH Dockrell,2,6,13,8,4,1,0,0,0,0,caught,GH Dockrell,BJ McCarthy,Mohammad Nabi,True,8,GH Dockrell,Ireland,997961
91,19,BJ McCarthy,2,3,10,7,3,0,0,0,0,0,bowled,BJ McCarthy,TJ Murtagh,Dawlat Zadran,True,9,BJ McCarthy,Ireland,997961
92,20,TJ Murtagh,2,7,11,5,5,1,0,0,0,0,caught,TJ Murtagh,PKD Chase,Dawlat Zadran,True,10,TJ Murtagh,Ireland,997961
93,21,PKD Chase,2,1,4,3,1,0,0,0,0,0,,,,,False,11,PKD Chase,Ireland,997961
94,0,DM de Silva,1,34,49,31,10,4,0,4,0,0,caught,DM de Silva,MD Gunathilaka,JP Faulkner,True,1,DM de Silva,Sri Lanka,995465
95,1,MD Gunathilaka,1,39,40,19,13,3,2,2,0,1,bowled,MD Gunathilaka,BKG Mendis,A Zampa,True,2,MD Gunathilaka,Sri Lanka,995465
96,2,BKG Mendis,1,33,36,23,7,0,0,5,0,1,caught,BKG Mendis,WU Tharanga,JW Hastings,True,3,BKG Mendis,Sri Lanka,995465
97,3,LD Chandimal,1,1,3,2,1,0,0,0,0,0,caught,LD Chandimal,BKG Mendis,MA Starc,True,4,LD Chandimal,Sri Lanka,995465
98,4,WU Tharanga,1,15,25,12,11,2,0,0,0,0,caught,WU Tharanga,MDKJ Perera,TM Head,True,5,WU Tharanga,Sri Lanka,995465
99,5,MDKJ Perera,1,14,28,21,4,1,0,2,0,0,lbw,MDKJ Perera,MD Shanaka,TM Head,True,6,MDKJ Perera,Sri Lanka,995465
100,6,MD Shanaka,1,13,18,9,7,1,0,1,0,0,bowled,MD Shanaka,SS Pathirana,A Zampa,True,7,MD Shanaka,Sri Lanka,995465
101,7,SS Pathirana,1,32,39,23,8,4,0,4,0,0,caught,SS Pathirana,MA Aponso,SM Boland,True,8,SS Pathirana,Sri Lanka,995465
102,8,MDK Perera,1,5,8,6,1,0,0,1,0,0,bowled,MDK Perera,SS Pathirana,MA Starc,True,9,MDK Perera,Sri Lanka,995465
103,9,RAS Lakmal,1,0,1,1,0,0,0,0,0,0,bowled,RAS Lakmal,SS Pathirana,MA Starc,True,10,RAS Lakmal,Sri Lanka,995465
104,10,MA Aponso,1,0,2,2,0,0,0,0,0,0,,,,,False,11,MA Aponso,Sri Lanka,995465
105,11,DA Warner,2,106,127,62,45,8,3,9,0,0,caught and bowled,DA Warner,JP Faulkner,DM de Silva,True,1,DA Warner,Australia,995465
106,12,MS Wade,2,3,14,11,3,0,0,0,0,0,caught,MS Wade,DA Warner,MDK Perera,True,2,MS Wade,Australia,995465
107,13,UT Khawaja,2,6,6,3,2,0,0,1,0,0,caught,UT Khawaja,DA Warner,MDK Perera,True,3,UT Khawaja,Australia,995465
108,14,GJ Bailey,2,44,75,42,27,3,1,2,0,0,lbw,GJ Bailey,DA Warner,MDK Perera,True,4,GJ Bailey,Australia,995465
109,15,TM Head,2,13,20,11,7,1,0,1,0,0,caught,TM Head,DA Warner,DM de Silva,True,5,TM Head,Australia,995465
110,16,JP Faulkner,2,8,15,8,6,1,0,0,0,0,,,,,False,6,JP Faulkner,Australia,995465
111,17,JW Hastings,2,8,6,4,0,0,0,2,0,0,,,,,False,7,JW Hastings,Australia,995465
112,0,DM de Silva,1,76,92,53,21,8,1,9,0,0,caught,DM de Silva,AK Perera,JW Hastings,True,1,DM de Silva,Sri Lanka,995463
113,1,WIA Fernando,1,0,2,2,0,0,0,0,0,0,lbw,WIA Fernando,DM de Silva,MA Starc,True,2,WIA Fernando,Sri Lanka,995463
114,2,BKG Mendis,1,1,8,7,1,0,0,0,0,0,caught,BKG Mendis,DM de Silva,JW Hastings,True,3,BKG Mendis,Sri Lanka,995463
115,3,LD Chandimal,1,5,14,12,1,0,0,1,0,0,caught,LD Chandimal,DM de Silva,SM Boland,True,4,LD Chandimal,Sri Lanka,995463
116,4,AD Mathews,1,40,73,48,19,1,1,4,0,0,caught,AD Mathews,MA Aponso,JW Hastings,True,5,AD Mathews,Sri Lanka,995463
117,5,AK Perera,1,7,16,9,7,0,0,0,0,0,caught,AK Perera,MDKJ Perera,A Zampa,True,6,AK Perera,Sri Lanka,995463
118,6,MDKJ Perera,1,6,14,8,6,0,0,0,0,0,caught,MDKJ Perera,NLTC Perera,TM Head,True,7,MDKJ Perera,Sri Lanka,995463
119,7,NLTC Perera,1,13,27,20,5,0,0,2,0,0,caught,NLTC Perera,SS Pathirana,JW Hastings,True,8,NLTC Perera,Sri Lanka,995463
120,8,SS Pathirana,1,24,42,25,14,1,0,2,0,0,caught,SS Pathirana,AD Mathews,JW Hastings,True,9,SS Pathirana,Sri Lanka,995463
121,9,MDK Perera,1,18,21,9,9,1,1,1,0,0,caught,MDK Perera,SS Pathirana,JW Hastings,True,10,MDK Perera,Sri Lanka,995463
122,10,MA Aponso,1,1,2,1,1,0,0,0,0,0,,,,,False,11,MA Aponso,Sri Lanka,995463
123,11,DA Warner,2,19,16,8,3,2,0,3,0,0,bowled,DA Warner,GJ Bailey,SS Pathirana,True,1,DA Warner,Australia,995463
124,12,AJ Finch,2,55,19,5,1,2,0,8,0,3,lbw,AJ Finch,DA Warner,SS Pathirana,True,2,AJ Finch,Australia,995463
125,13,UT Khawaja,2,0,2,2,0,0,0,0,0,0,lbw,UT Khawaja,DA Warner,SS Pathirana,True,3,UT Khawaja,Australia,995463
126,14,GJ Bailey,2,90,85,42,22,9,0,11,0,1,,,,,False,4,GJ Bailey,Australia,995463
127,15,TM Head,2,40,62,35,18,7,0,2,0,0,lbw,TM Head,GJ Bailey,MDK Perera,True,5,TM Head,Australia,995463
128,16,MS Wade,2,8,5,2,2,0,0,0,0,1,,,,,False,6,MS Wade,Australia,995463
129,0,MD Gunathilaka,1,5,5,2,1,2,0,0,0,0,bowled,MD Gunathilaka,TM Dilshan,MA Starc,True,1,MD Gunathilaka,Sri Lanka,995461
130,1,TM Dilshan,1,42,66,42,16,3,0,5,0,0,caught,TM Dilshan,LD Chandimal,A Zampa,True,2,TM Dilshan,Sri Lanka,995461
131,2,BKG Mendis,1,4,2,1,0,0,0,1,0,0,caught,BKG Mendis,TM Dilshan,JR Hazlewood,True,3,BKG Mendis,Sri Lanka,995461
132,3,LD Chandimal,1,102,134,62,56,9,0,7,0,0,caught,LD Chandimal,MA Aponso,JP Faulkner,True,4,LD Chandimal,Sri Lanka,995461
133,4,AD Mathews,1,2,5,3,2,0,0,0,0,0,lbw,AD Mathews,LD Chandimal,A Zampa,True,5,AD Mathews,Sri Lanka,995461
134,5,DM de Silva,1,12,30,22,6,1,0,1,0,0,caught,DM de Silva,LD Chandimal,JP Faulkner,True,6,DM de Silva,Sri Lanka,995461
135,6,MDKJ Perera,1,11,20,13,5,1,0,1,0,0,bowled,MDKJ Perera,LD Chandimal,MA Starc,True,7,MDKJ Perera,Sri Lanka,995461
136,7,NLTC Perera,1,9,10,4,3,3,0,0,0,0,caught,NLTC Perera,LD Chandimal,JW Hastings,True,8,NLTC Perera,Sri Lanka,995461
137,8,S Prasanna,1,3,7,4,3,0,0,0,0,0,caught,S Prasanna,LD Chandimal,A Zampa,True,9,S Prasanna,Sri Lanka,995461
138,9,MDK Perera,1,17,23,15,5,1,0,1,0,1,caught,MDK Perera,LD Chandimal,JW Hastings,True,10,MDK Perera,Sri Lanka,995461
139,10,MA Aponso,1,1,2,1,1,0,0,0,0,0,,,,,False,11,MA Aponso,Sri Lanka,995461
140,11,DA Warner,2,10,13,6,6,0,0,1,0,0,caught,DA Warner,AJ Finch,AD Mathews,True,1,DA Warner,Australia,995461
141,12,AJ Finch,2,30,30,15,10,1,0,3,0,1,lbw,AJ Finch,SE Marsh,MA Aponso,True,2,AJ Finch,Australia,995461
142,13,SE Marsh,2,1,8,7,1,0,0,0,0,0,caught,SE Marsh,GJ Bailey,AD Mathews,True,3,SE Marsh,Australia,995461
143,14,GJ Bailey,2,70,99,52,34,8,0,5,0,0,bowled,GJ Bailey,JP Faulkner,S Prasanna,True,4,GJ Bailey,Australia,995461
144,15,TM Head,2,36,50,30,14,1,0,5,0,0,bowled,TM Head,GJ Bailey,MDK Perera,True,5,TM Head,Australia,995461
145,16,MS Wade,2,42,47,20,19,4,1,3,0,0,stumped,MS Wade,GJ Bailey,MDK Perera,True,6,MS Wade,Australia,995461
146,17,JP Faulkner,2,4,14,10,4,0,0,0,0,0,caught,JP Faulkner,JW Hastings,MA Aponso,True,7,JP Faulkner,Australia,995461
147,18,JW Hastings,2,5,7,2,5,0,0,0,0,0,,,,,False,8,JW Hastings,Australia,995461
148,19,MA Starc,2,12,8,4,2,0,0,1,0,1,caught,MA Starc,JW Hastings,DM de Silva,True,9,MA Starc,Australia,995461
149,20,A Zampa,2,5,6,4,1,0,0,1,0,0,,,,,False,10,A Zampa,Australia,995461
150,0,MD Gunathilaka,1,2,8,6,2,0,0,0,0,0,bowled,MD Gunathilaka,TM Dilshan,MA Starc,True,1,MD Gunathilaka,Sri Lanka,995459
151,1,TM Dilshan,1,10,11,7,2,0,0,2,0,0,bowled,TM Dilshan,BKG Mendis,NM Lyon,True,2,TM Dilshan,Sri Lanka,995459
152,2,BKG Mendis,1,69,73,35,26,2,1,9,0,0,lbw,BKG Mendis,AD Mathews,A Zampa,True,3,BKG Mendis,Sri Lanka,995459
153,3,LD Chandimal,1,48,69,41,18,5,2,2,0,1,lbw,LD Chandimal,BKG Mendis,A Zampa,True,4,LD Chandimal,Sri Lanka,995459
154,4,AD Mathews,1,57,60,20,34,2,1,1,0,2,caught,AD Mathews,NLTC Perera,JP Faulkner,True,5,AD Mathews,Sri Lanka,995459
155,5,DM de Silva,1,7,10,7,1,1,0,1,0,0,caught,DM de Silva,AD Mathews,A Zampa,True,6,DM de Silva,Sri Lanka,995459
156,6,MDKJ Perera,1,54,55,25,20,4,0,5,0,1,lbw,MDKJ Perera,AD Mathews,JP Faulkner,True,7,MDKJ Perera,Sri Lanka,995459
157,7,NLTC Perera,1,12,7,4,0,1,0,1,0,1,bowled,NLTC Perera,S Prasanna,JP Faulkner,True,8,NLTC Perera,Sri Lanka,995459
158,8,S Prasanna,1,2,1,0,0,1,0,0,0,0,,,,,False,9,S Prasanna,Sri Lanka,995459
159,9,MDK Perera,1,5,4,2,1,0,0,1,0,0,bowled,MDK Perera,S Prasanna,MA Starc,True,10,MDK Perera,Sri Lanka,995459
160,10,MA Aponso,1,2,4,3,0,1,0,0,0,0,bowled,MA Aponso,S Prasanna,MA Starc,True,11,MA Aponso,Sri Lanka,995459
161,11,DA Warner,2,1,4,3,1,0,0,0,0,0,caught,DA Warner,AJ Finch,NLTC Perera,True,1,DA Warner,Australia,995459
162,12,AJ Finch,2,4,7,4,2,1,0,0,0,0,bowled,AJ Finch,SPD Smith,NLTC Perera,True,2,AJ Finch,Australia,995459
163,13,SPD Smith,2,30,33,21,4,3,0,5,0,0,caught,SPD Smith,GJ Bailey,MA Aponso,True,3,SPD Smith,Australia,995459
164,14,GJ Bailey,2,27,47,25,17,5,0,0,0,0,bowled,GJ Bailey,MS Wade,MA Aponso,True,4,GJ Bailey,Australia,995459
165,15,MS Wade,2,76,91,39,37,9,3,3,0,0,caught,MS Wade,TM Head,NLTC Perera,True,5,MS Wade,Australia,995459
166,16,MC Henriques,2,4,16,12,4,0,0,0,0,0,stumped,MC Henriques,MS Wade,S Prasanna,True,6,MC Henriques,Australia,995459
167,17,TM Head,2,31,49,29,15,2,0,3,0,0,caught,TM Head,JP Faulkner,AD Mathews,True,7,TM Head,Australia,995459
168,18,JP Faulkner,2,13,19,13,3,0,2,1,0,0,lbw,JP Faulkner,NM Lyon,MA Aponso,True,8,JP Faulkner,Australia,995459
169,19,MA Starc,2,0,1,1,0,0,0,0,0,0,caught and bowled,MA Starc,JP Faulkner,AD Mathews,True,9,MA Starc,Australia,995459
170,20,A Zampa,2,5,16,12,3,1,0,0,0,0,caught,A Zampa,JP Faulkner,MA Aponso,True,10,A Zampa,Australia,995459
171,21,NM Lyon,2,4,6,4,0,2,0,0,0,0,,,,,False,11,NM Lyon,Australia,995459
172,0,MDKJ Perera,1,1,3,2,1,0,0,0,0,0,bowled,MDKJ Perera,TM Dilshan,MA Starc,True,1,MDKJ Perera,Sri Lanka,995457
173,1,TM Dilshan,1,22,27,14,9,1,1,2,0,0,caught,TM Dilshan,BKG Mendis,MC Henriques,True,2,TM Dilshan,Sri Lanka,995457
174,2,BKG Mendis,1,67,95,51,33,5,0,6,0,0,caught,BKG Mendis,LD Chandimal,JP Faulkner,True,3,BKG Mendis,Sri Lanka,995457
175,3,LD Chandimal,1,80,119,57,50,9,0,3,0,0,,,,,False,4,LD Chandimal,Sri Lanka,995457
176,4,AD Mathews,1,0,4,4,0,0,0,0,0,0,caught,AD Mathews,LD Chandimal,JP Faulkner,True,5,AD Mathews,Sri Lanka,995457
177,5,DM de Silva,1,2,6,4,2,0,0,0,0,0,caught,DM de Silva,LD Chandimal,MA Starc,True,6,DM de Silva,Sri Lanka,995457
