,index,batsman,innings,runs,balls_faced,zeros,ones,twos,threes,fours,fives,sixes,dismissal_type,strike_batsman_x,offstrike_batsman,bowler,out,batting_pos,strike_batsman_y,batting_team,match_id
18746,11,Mohammad Hafeez,2,0,2,2,0,0,0,0,0,0,caught,Mohammad Hafeez,Imran Farhat,JE Taylor,True,1,Mohammad Hafeez,Pakistan,257769
18747,12,Imran Farhat,2,17,35,28,3,1,0,3,0,0,caught,Imran Farhat,Kamran Akmal,CD Collymore,True,2,Imran Farhat,Pakistan,257769
18748,13,Kamran Akmal,2,22,41,27,9,3,1,1,0,0,caught,Kamran Akmal,Younis Khan,CD Collymore,True,3,Kamran Akmal,Pakistan,257769
18749,14,Younis Khan,2,24,56,44,6,3,0,3,0,0,caught,Younis Khan,Inzamam-ul-Haq,JE Taylor,True,4,Younis Khan,Pakistan,257769
18750,15,Inzamam-ul-Haq,2,42,89,60,24,1,0,4,0,0,,,,,False,5,Inzamam-ul-Haq,Pakistan,257769
18751,16,Shoaib Malik,2,6,8,4,2,2,0,0,0,0,caught,Shoaib Malik,Inzamam-ul-Haq,IDR Bradshaw,True,6,Shoaib Malik,Pakistan,257769
18752,17,Abdul Razzaq,2,17,37,25,9,2,0,1,0,0,caught,Abdul Razzaq,Inzamam-ul-Haq,CD Collymore,True,7,Abdul Razzaq,Pakistan,257769
18753,18,Naved-ul-Hasan,2,1,8,7,1,0,0,0,0,0,lbw,Naved-ul-Hasan,Inzamam-ul-Haq,MN Samuels,True,8,Naved-ul-Hasan,Pakistan,257769
18754,19,Abdur Rehman,2,7,17,11,5,1,0,0,0,0,caught,Abdur Rehman,Inzamam-ul-Haq,JE Taylor,True,9,Abdur Rehman,Pakistan,257769
18755,20,Iftikhar Anjum,2,3,8,5,3,0,0,0,0,0,,,,,False,10,Iftikhar Anjum,Pakistan,257769
18756,0,LE Bosman,1,88,73,40,14,3,2,11,0,3,stumped,LE Bosman,AN Petersen,T Kamungozi,True,1,LE Bosman,South Africa,257470
18757,1,AN Petersen,1,80,74,37,21,2,3,10,0,1,caught and bowled,AN Petersen,JH Kallis,P Utseya,True,2,AN Petersen,South Africa,257470
18758,2,JH Kallis,1,50,59,29,20,5,0,5,0,0,caught,JH Kallis,MV Boucher,P Utseya,True,3,JH Kallis,South Africa,257470
18759,3,MV Boucher,1,147,68,7,32,10,1,8,0,10,,,,,False,4,MV Boucher,South Africa,257470
18760,4,JM Kemp,1,10,9,5,2,1,0,0,0,1,stumped,JM Kemp,MV Boucher,T Kamungozi,True,5,JM Kemp,South Africa,257470
18761,5,JJ van der Wath,1,5,7,4,1,2,0,0,0,0,bowled,JJ van der Wath,MV Boucher,EC Rainsford,True,6,JJ van der Wath,South Africa,257470
18762,6,JP Duminy,1,24,18,3,10,3,0,2,0,0,,,,,False,7,JP Duminy,South Africa,257470
18763,7,T Duffin,2,88,137,78,45,6,1,7,0,0,lbw,T Duffin,BRM Taylor,A Nel,True,1,T Duffin,Zimbabwe,257470
18764,8,V Sibanda,2,1,8,7,1,0,0,0,0,0,caught,V Sibanda,T Duffin,A Nel,True,2,V Sibanda,Zimbabwe,257470
18765,9,CJ Chibhabha,2,46,75,51,14,5,0,4,0,1,caught,CJ Chibhabha,T Duffin,R Telemachus,True,3,CJ Chibhabha,Zimbabwe,257470
18766,10,H Masakadza,2,54,53,23,19,4,1,6,0,0,caught,H Masakadza,T Duffin,R Telemachus,True,4,H Masakadza,Zimbabwe,257470
18767,11,BRM Taylor,2,19,21,10,6,3,1,1,0,0,,,,,False,5,BRM Taylor,Zimbabwe,257470
18768,12,S Matsikenyeri,2,16,15,5,8,0,0,2,0,0,,,,,False,6,S Matsikenyeri,Zimbabwe,257470
18769,0,R Dravid,1,9,19,16,1,0,0,2,0,0,,,,,False,1,R Dravid,India,256665
18770,1,SR Tendulkar,1,2,3,1,2,0,0,0,0,0,,,,,False,2,SR Tendulkar,India,256665
18771,0,SR Watson,1,18,28,20,4,1,0,3,0,0,caught,SR Watson,SM Katich,IDR Bradshaw,True,1,SR Watson,Australia,256615
18772,1,SM Katich,1,25,66,50,13,1,0,1,0,1,caught,SM Katich,DR Martyn,CH Gayle,True,2,SM Katich,Australia,256615
18773,2,RT Ponting,1,6,12,8,3,0,1,0,0,0,lbw,RT Ponting,SM Katich,JE Taylor,True,3,RT Ponting,Australia,256615
18774,3,DR Martyn,1,52,80,47,25,2,1,5,0,0,caught,DR Martyn,A Symonds,IDR Bradshaw,True,4,DR Martyn,Australia,256615
18775,4,A Symonds,1,52,60,28,24,4,0,2,0,2,caught,A Symonds,MJ Clarke,RR Sarwan,True,5,A Symonds,Australia,256615
18776,5,MJ Clarke,1,23,26,8,13,5,0,0,0,0,caught,MJ Clarke,MEK Hussey,RR Sarwan,True,6,MJ Clarke,Australia,256615
18777,6,MEK Hussey,1,30,25,7,14,1,0,2,0,1,,,,,False,7,MEK Hussey,Australia,256615
18778,7,BJ Haddin,1,17,12,1,9,1,0,0,0,1,,,,,False,8,BJ Haddin,Australia,256615
18779,8,CH Gayle,2,0,1,1,0,0,0,0,0,0,lbw,CH Gayle,S Chanderpaul,B Lee,True,1,CH Gayle,West Indies,256615
18780,9,S Chanderpaul,2,12,23,17,4,0,0,2,0,0,caught,S Chanderpaul,RS Morton,NW Bracken,True,2,S Chanderpaul,West Indies,256615
18781,10,RS Morton,2,0,32,32,0,0,0,0,0,0,lbw,RS Morton,RR Sarwan,NW Bracken,True,3,RS Morton,West Indies,256615
18782,11,RR Sarwan,2,36,66,46,14,1,0,5,0,0,run out,DR Smith,RR Sarwan,,True,4,RR Sarwan,West Indies,256615
18783,12,BC Lara,2,5,18,16,1,0,0,1,0,0,caught,BC Lara,RR Sarwan,NW Bracken,True,5,BC Lara,West Indies,256615
18784,13,DJ Bravo,2,8,23,15,8,0,0,0,0,0,caught,DJ Bravo,RR Sarwan,SR Watson,True,6,DJ Bravo,West Indies,256615
18785,14,WW Hinds,2,0,5,5,0,0,0,0,0,0,bowled,WW Hinds,RR Sarwan,SR Watson,True,7,WW Hinds,West Indies,256615
18786,15,DR Smith,2,30,30,17,8,1,0,2,0,2,caught,DR Smith,CS Baugh,B Lee,True,8,DR Smith,West Indies,256615
18787,16,CS Baugh,2,3,12,9,3,0,0,0,0,0,caught,CS Baugh,JE Taylor,B Lee,True,9,CS Baugh,West Indies,256615
18788,17,IDR Bradshaw,2,0,3,3,0,0,0,0,0,0,caught,IDR Bradshaw,CS Baugh,B Lee,True,10,IDR Bradshaw,West Indies,256615
18789,18,JE Taylor,2,0,2,2,0,0,0,0,0,0,,,,,False,11,JE Taylor,West Indies,256615
18790,0,ML Hayden,1,54,70,45,14,2,0,9,0,0,run out,DR Martyn,ML Hayden,,True,1,ML Hayden,Australia,256614
18791,1,SM Katich,1,9,24,18,5,0,0,1,0,0,caught,SM Katich,ML Hayden,AB Agarkar,True,2,SM Katich,Australia,256614
18792,2,RT Ponting,1,4,9,6,2,1,0,0,0,0,caught,RT Ponting,ML Hayden,MM Patel,True,3,RT Ponting,Australia,256614
18793,3,DR Martyn,1,19,38,27,9,0,0,1,0,1,run out,DR Martyn,A Symonds,,True,4,DR Martyn,Australia,256614
18794,4,A Symonds,1,2,13,11,2,0,0,0,0,0,lbw,A Symonds,MEK Hussey,D Mongia,True,5,A Symonds,Australia,256614
18795,5,MEK Hussey,1,13,20,13,4,1,1,1,0,0,caught,MEK Hussey,BJ Haddin,Harbhajan Singh,True,6,MEK Hussey,Australia,256614
18796,6,BJ Haddin,1,46,63,40,18,0,0,1,0,4,caught,BJ Haddin,GB Hogg,RP Singh,True,7,BJ Haddin,Australia,256614
18797,7,GB Hogg,1,38,51,26,20,2,0,2,0,1,run out,B Lee,GB Hogg,,True,8,GB Hogg,Australia,256614
18798,8,B Lee,1,7,8,2,5,1,0,0,0,0,caught,B Lee,GD McGrath,RP Singh,True,9,B Lee,Australia,256614
18799,9,SR Clark,1,2,4,2,2,0,0,0,0,0,bowled,SR Clark,B Lee,AB Agarkar,True,10,SR Clark,Australia,256614
18800,10,GD McGrath,1,0,1,1,0,0,0,0,0,0,,,,,False,11,GD McGrath,Australia,256614
18801,11,V Sehwag,2,10,12,5,4,3,0,0,0,0,bowled,V Sehwag,M Kaif,B Lee,True,1,V Sehwag,India,256614
18802,12,SR Tendulkar,2,4,10,9,0,0,0,1,0,0,caught,SR Tendulkar,V Sehwag,B Lee,True,2,SR Tendulkar,India,256614
18803,13,M Kaif,2,21,40,30,3,5,0,2,0,0,caught and bowled,M Kaif,R Dravid,SR Clark,True,3,M Kaif,India,256614
18804,14,R Dravid,2,7,21,17,3,0,0,1,0,0,lbw,R Dravid,D Mongia,SR Clark,True,4,R Dravid,India,256614
18805,15,D Mongia,2,63,91,47,35,4,0,5,0,0,,,,,False,5,D Mongia,India,256614
18806,16,SK Raina,2,26,36,21,12,0,0,2,0,1,bowled,SK Raina,D Mongia,GB Hogg,True,6,SK Raina,India,256614
18807,17,MS Dhoni,2,23,36,19,15,1,0,0,0,1,caught,MS Dhoni,D Mongia,B Lee,True,7,MS Dhoni,India,256614
18808,18,AB Agarkar,2,9,13,5,7,1,0,0,0,0,lbw,AB Agarkar,D Mongia,GB Hogg,True,8,AB Agarkar,India,256614
18809,19,Harbhajan Singh,2,0,2,2,0,0,0,0,0,0,caught,Harbhajan Singh,D Mongia,A Symonds,True,9,Harbhajan Singh,India,256614
18810,20,RP Singh,2,4,12,8,4,0,0,0,0,0,caught,RP Singh,D Mongia,B Lee,True,10,RP Singh,India,256614
18811,21,MM Patel,2,1,2,1,1,0,0,0,0,0,caught,MM Patel,D Mongia,B Lee,True,11,MM Patel,India,256614
18812,0,R Dravid,1,0,4,4,0,0,0,0,0,0,caught,R Dravid,SR Tendulkar,DR Smith,True,1,R Dravid,India,256612
18813,1,SR Tendulkar,1,65,109,69,29,4,0,7,0,0,run out,RP Singh,SR Tendulkar,,True,2,SR Tendulkar,India,256612
18814,2,V Sehwag,1,1,6,5,1,0,0,0,0,0,bowled,V Sehwag,SR Tendulkar,DR Smith,True,3,V Sehwag,India,256612
18815,3,SK Raina,1,11,17,12,3,0,0,2,0,0,caught,SK Raina,SR Tendulkar,DR Smith,True,4,SK Raina,India,256612
18816,4,Yuvraj Singh,1,0,4,4,0,0,0,0,0,0,caught,Yuvraj Singh,SR Tendulkar,DR Smith,True,5,Yuvraj Singh,India,256612
18817,5,MS Dhoni,1,18,14,8,2,0,0,4,0,0,bowled,MS Dhoni,SR Tendulkar,CD Collymore,True,6,MS Dhoni,India,256612
18818,6,AB Agarkar,1,4,16,12,4,0,0,0,0,0,bowled,AB Agarkar,SR Tendulkar,DJ Bravo,True,7,AB Agarkar,India,256612
18819,7,Harbhajan Singh,1,37,62,42,13,4,0,1,0,2,caught,Harbhajan Singh,SR Tendulkar,CH Gayle,True,8,Harbhajan Singh,India,256612
18820,8,RP Singh,1,2,16,14,2,0,0,0,0,0,bowled,RP Singh,S Sreesanth,CH Gayle,True,9,RP Singh,India,256612
18821,9,S Sreesanth,1,0,4,4,0,0,0,0,0,0,run out,MM Patel,S Sreesanth,,True,10,S Sreesanth,India,256612
18822,10,MM Patel,1,2,2,1,0,1,0,0,0,0,,,,,False,11,MM Patel,India,256612
18823,11,S Chanderpaul,2,21,34,24,5,2,0,3,0,0,caught,S Chanderpaul,RS Morton,MM Patel,True,1,S Chanderpaul,West Indies,256612
18824,12,RS Morton,2,27,51,33,13,3,0,2,0,0,caught,RS Morton,WW Hinds,S Sreesanth,True,2,RS Morton,West Indies,256612
18825,13,RR Sarwan,2,2,12,11,0,1,0,0,0,0,caught,RR Sarwan,RS Morton,MM Patel,True,3,RR Sarwan,West Indies,256612
18826,14,WW Hinds,2,8,58,52,4,2,0,0,0,0,caught and bowled,WW Hinds,BC Lara,Harbhajan Singh,True,4,WW Hinds,West Indies,256612
18827,15,MN Samuels,2,5,5,3,1,0,0,1,0,0,lbw,MN Samuels,WW Hinds,AB Agarkar,True,5,MN Samuels,West Indies,256612
18828,16,CH Gayle,2,1,8,7,1,0,0,0,0,0,lbw,CH Gayle,WW Hinds,RP Singh,True,6,CH Gayle,West Indies,256612
18829,17,DR Smith,2,12,5,2,0,0,0,3,0,0,lbw,DR Smith,WW Hinds,AB Agarkar,True,7,DR Smith,West Indies,256612
18830,18,DJ Bravo,2,10,14,9,2,1,2,0,0,0,stumped,DJ Bravo,WW Hinds,Harbhajan Singh,True,8,DJ Bravo,West Indies,256612
18831,19,BC Lara,2,40,49,29,12,2,0,6,0,0,,,,,False,9,BC Lara,West Indies,256612
18832,20,CS Baugh,2,6,13,10,2,0,0,1,0,0,caught,CS Baugh,BC Lara,Harbhajan Singh,True,10,CS Baugh,West Indies,256612
18833,21,CD Collymore,2,0,5,5,0,0,0,0,0,0,lbw,CD Collymore,BC Lara,S Sreesanth,True,11,CD Collymore,West Indies,256612
18834,0,ML Hayden,1,49,78,46,25,2,0,5,0,0,caught,ML Hayden,MEK Hussey,DJ Bravo,True,1,ML Hayden,Australia,256610
18835,1,SM Katich,1,22,21,12,4,1,0,4,0,0,run out,SM Katich,ML Hayden,,True,2,SM Katich,Australia,256610
18836,2,SR Watson,1,0,7,7,0,0,0,0,0,0,caught,SR Watson,ML Hayden,JE Taylor,True,3,SR Watson,Australia,256610
18837,3,A Symonds,1,8,19,15,2,1,0,1,0,0,caught,A Symonds,ML Hayden,IDR Bradshaw,True,4,A Symonds,Australia,256610
18838,4,MJ Clarke,1,1,9,8,1,0,0,0,0,0,caught,MJ Clarke,ML Hayden,IDR Bradshaw,True,5,MJ Clarke,Australia,256610
18839,5,MEK Hussey,1,109,93,34,41,5,0,10,0,3,,,,,False,6,MEK Hussey,Australia,256610
18840,6,BJ Haddin,1,70,78,40,28,3,0,3,0,4,caught,BJ Haddin,MEK Hussey,DJ Bravo,True,7,BJ Haddin,Australia,256610
18841,7,B Lee,1,1,1,0,1,0,0,0,0,0,,,,,False,8,B Lee,Australia,256610
18842,8,CH Gayle,2,79,100,59,29,2,0,7,0,3,caught,CH Gayle,BC Lara,SR Watson,True,1,CH Gayle,West Indies,256610
18843,9,S Chanderpaul,2,0,10,10,0,0,0,0,0,0,caught,S Chanderpaul,CH Gayle,B Lee,True,2,S Chanderpaul,West Indies,256610
18844,10,RR Sarwan,2,25,31,21,5,0,0,5,0,0,caught,RR Sarwan,CH Gayle,NW Bracken,True,3,RR Sarwan,West Indies,256610
18845,11,BC Lara,2,87,83,39,27,5,0,11,0,1,caught,BC Lara,DJ Bravo,B Lee,True,4,BC Lara,West Indies,256610
18846,12,DJ Bravo,2,37,56,34,15,4,0,2,0,1,,,,,False,5,DJ Bravo,West Indies,256610
18847,13,WW Hinds,2,1,10,9,1,0,0,0,0,0,caught,WW Hinds,DJ Bravo,B Lee,True,6,WW Hinds,West Indies,256610
18848,14,MN Samuels,2,0,2,2,0,0,0,0,0,0,run out,MN Samuels,DJ Bravo,,True,7,MN Samuels,West Indies,256610
18849,15,DR Smith,2,4,3,2,0,0,0,1,0,0,bowled,DR Smith,DJ Bravo,A Symonds,True,8,DR Smith,West Indies,256610
18850,16,CS Baugh,2,7,14,10,3,0,0,1,0,0,,,,,False,9,CS Baugh,West Indies,256610
18851,0,PA Jaques,1,25,26,14,7,2,0,2,0,1,caught,PA Jaques,SR Watson,MM Patel,True,1,PA Jaques,Australia,256608
18852,1,SR Watson,1,79,77,41,21,3,0,10,0,2,caught,SR Watson,MJ Clarke,Harbhajan Singh,True,2,SR Watson,Australia,256608
18853,2,RT Ponting,1,19,21,14,3,0,0,4,0,0,caught,RT Ponting,SR Watson,IK Pathan,True,3,RT Ponting,Australia,256608
18854,3,DR Martyn,1,4,10,9,0,0,0,1,0,0,caught,DR Martyn,SR Watson,RP Singh,True,4,DR Martyn,Australia,256608
18855,4,MJ Clarke,1,64,94,54,30,4,0,5,0,1,caught,MJ Clarke,GB Hogg,MM Patel,True,5,MJ Clarke,Australia,256608
18856,5,MJ Cosgrove,1,4,9,7,1,0,1,0,0,0,caught,MJ Cosgrove,MJ Clarke,Harbhajan Singh,True,6,MJ Cosgrove,Australia,256608
18857,6,BJ Haddin,1,18,32,21,6,4,0,1,0,0,run out,MJ Clarke,BJ Haddin,,True,7,BJ Haddin,Australia,256608
18858,7,GB Hogg,1,12,24,13,10,1,0,0,0,0,caught,GB Hogg,GD McGrath,AB Agarkar,True,8,GB Hogg,Australia,256608
18859,8,MG Johnson,1,1,2,1,1,0,0,0,0,0,caught,MG Johnson,GB Hogg,AB Agarkar,True,9,MG Johnson,Australia,256608
18860,9,SR Clark,1,7,5,1,3,0,0,1,0,0,caught,SR Clark,GB Hogg,MM Patel,True,10,SR Clark,Australia,256608
18861,10,GD McGrath,1,1,1,0,1,0,0,0,0,0,,,,,False,11,GD McGrath,Australia,256608
18862,11,R Dravid,2,6,23,20,2,0,0,1,0,0,caught,R Dravid,SR Tendulkar,MG Johnson,True,1,R Dravid,India,256608
18863,12,SR Tendulkar,2,12,18,12,4,0,0,2,0,0,caught,SR Tendulkar,Yuvraj Singh,MG Johnson,True,2,SR Tendulkar,India,256608
18864,13,IK Pathan,2,0,1,1,0,0,0,0,0,0,bowled,IK Pathan,SR Tendulkar,MG Johnson,True,3,IK Pathan,India,256608
18865,14,V Sehwag,2,8,6,4,0,1,0,0,0,1,run out,V Sehwag,SR Tendulkar,,True,4,V Sehwag,India,256608
18866,15,Yuvraj Singh,2,0,3,3,0,0,0,0,0,0,caught,Yuvraj Singh,SK Raina,MG Johnson,True,5,Yuvraj Singh,India,256608
18867,16,SK Raina,2,1,1,0,1,0,0,0,0,0,,,,,False,6,SK Raina,India,256608
18868,0,R Dravid,1,26,40,25,10,2,0,3,0,0,lbw,R Dravid,SR Tendulkar,DR Smith,True,1,R Dravid,India,256607
18869,1,SR Tendulkar,1,141,152,84,41,9,0,13,0,5,,,,,False,2,SR Tendulkar,India,256607
18870,2,IK Pathan,1,64,69,37,20,4,0,6,0,2,bowled,IK Pathan,SR Tendulkar,CH Gayle,True,3,IK Pathan,India,256607
18871,3,V Sehwag,1,9,10,6,3,0,0,0,0,1,bowled,V Sehwag,SR Tendulkar,JE Taylor,True,4,V Sehwag,India,256607
18872,4,MS Dhoni,1,2,10,8,2,0,0,0,0,0,bowled,MS Dhoni,SR Tendulkar,JE Taylor,True,5,MS Dhoni,India,256607
18873,5,SK Raina,1,34,30,12,10,4,0,4,0,0,caught,SK Raina,SR Tendulkar,JE Taylor,True,6,SK Raina,India,256607
18874,6,M Kaif,1,1,2,1,1,0,0,0,0,0,,,,,False,7,M Kaif,India,256607
18875,7,CH Gayle,2,45,37,22,4,1,1,9,0,0,caught,CH Gayle,RR Sarwan,MM Patel,True,1,CH Gayle,West Indies,256607
18876,8,S Chanderpaul,2,6,12,9,2,0,0,1,0,0,caught,S Chanderpaul,CH Gayle,RP Singh,True,2,S Chanderpaul,West Indies,256607
18877,9,RR Sarwan,2,37,52,37,7,1,0,7,0,0,,,,,False,3,RR Sarwan,West Indies,256607
18878,10,BC Lara,2,27,33,24,3,1,0,4,0,1,,,,,False,4,BC Lara,West Indies,256607
18879,0,T Duffin,1,3,21,18,3,0,0,0,0,0,caught,T Duffin,V Sibanda,M Ntini,True,1,T Duffin,Zimbabwe,255961
18880,1,V Sibanda,1,51,81,58,12,2,1,8,0,0,caught,V Sibanda,CJ Chibhabha,A Nel,True,2,V Sibanda,Zimbabwe,255961
18881,2,CJ Chibhabha,1,37,69,48,13,3,2,3,0,0,caught,CJ Chibhabha,BRM Taylor,JH Kallis,True,3,CJ Chibhabha,Zimbabwe,255961
18882,3,H Masakadza,1,32,43,26,11,2,1,2,0,1,caught,H Masakadza,CJ Chibhabha,JH Kallis,True,4,H Masakadza,Zimbabwe,255961
18883,4,BRM Taylor,1,9,23,16,6,0,1,0,0,0,caught,BRM Taylor,E Chigumbura,A Nel,True,5,BRM Taylor,Zimbabwe,255961
18884,5,S Matsikenyeri,1,11,16,9,4,2,1,0,0,0,bowled,S Matsikenyeri,BRM Taylor,CK Langeveldt,True,6,S Matsikenyeri,Zimbabwe,255961
18885,6,E Chigumbura,1,26,31,16,8,5,0,2,0,0,,,,,False,7,E Chigumbura,Zimbabwe,255961
18886,7,P Utseya,1,14,24,13,10,0,0,1,0,0,caught,P Utseya,E Chigumbura,CK Langeveldt,True,8,P Utseya,Zimbabwe,255961
18887,8,T Mupariwa,1,2,4,2,2,0,0,0,0,0,,,,,False,9,T Mupariwa,Zimbabwe,255961
18888,9,LE Bosman,2,5,14,11,2,0,1,0,0,0,bowled,LE Bosman,HH Dippenaar,EC Rainsford,True,1,LE Bosman,South Africa,255961
18889,10,HH Dippenaar,2,85,131,76,36,13,1,5,0,0,,,,,False,2,HH Dippenaar,South Africa,255961
18890,11,HH Gibbs,2,2,5,4,0,1,0,0,0,0,caught,HH Gibbs,HH Dippenaar,T Mupariwa,True,3,HH Gibbs,South Africa,255961
18891,12,JH Kallis,2,4,16,15,0,0,0,1,0,0,caught,JH Kallis,HH Dippenaar,AJ Ireland,True,4,JH Kallis,South Africa,255961
18892,13,JP Duminy,2,60,73,41,19,5,1,7,0,0,stumped,JP Duminy,HH Dippenaar,S Matsikenyeri,True,5,JP Duminy,South Africa,255961
18893,14,MV Boucher,2,8,17,12,4,0,0,1,0,0,bowled,MV Boucher,HH Dippenaar,EC Rainsford,True,6,MV Boucher,South Africa,255961
18894,15,SM Pollock,2,16,20,10,8,1,0,0,0,1,,,,,False,7,SM Pollock,South Africa,255961
18895,0,ML Hayden,1,181,167,76,63,7,0,11,0,10,,,,,False,1,ML Hayden,Australia,251496
18896,1,SR Watson,1,68,69,28,30,3,0,8,0,0,lbw,SR Watson,ML Hayden,JS Patel,True,2,SR Watson,Australia,251496
18897,2,BJ Haddin,1,38,31,13,10,3,0,4,0,1,caught,BJ Haddin,ML Hayden,DR Tuffey,True,3,BJ Haddin,Australia,251496
18898,3,BJ Hodge,1,12,10,3,6,0,0,0,0,1,bowled,BJ Hodge,ML Hayden,JS Patel,True,4,BJ Hodge,Australia,251496
18899,4,MEK Hussey,1,13,8,1,5,1,0,0,0,1,caught,MEK Hussey,ML Hayden,MR Gillespie,True,5,MEK Hussey,Australia,251496
18900,5,CL White,1,13,8,5,1,0,0,0,0,2,caught,CL White,ML Hayden,MR Gillespie,True,6,CL White,Australia,251496
18901,6,AC Voges,1,16,10,0,8,1,0,0,0,1,,,,,False,7,AC Voges,Australia,251496
18902,7,L Vincent,2,11,16,11,3,0,0,2,0,0,caught,L Vincent,LRPL Taylor,SW Tait,True,1,L Vincent,New Zealand,251496
18903,8,SP Fleming,2,9,11,8,1,0,0,2,0,0,caught,SP Fleming,L Vincent,SW Tait,True,2,SP Fleming,New Zealand,251496
18904,9,LRPL Taylor,2,11,12,7,1,3,0,1,0,0,caught and bowled,LRPL Taylor,SB Styris,NW Bracken,True,3,LRPL Taylor,New Zealand,251496
18905,10,SB Styris,2,0,7,7,0,0,0,0,0,0,caught,SB Styris,PG Fulton,MG Johnson,True,4,SB Styris,New Zealand,251496
18906,11,PG Fulton,2,51,42,24,9,0,0,6,0,3,caught,PG Fulton,CD McMillan,SR Watson,True,5,PG Fulton,New Zealand,251496
18907,12,CD McMillan,2,117,99,47,33,1,0,13,0,5,bowled,CD McMillan,BB McCullum,SR Watson,True,6,CD McMillan,New Zealand,251496
18908,13,BB McCullum,2,86,92,36,44,5,0,5,0,2,,,,,False,7,BB McCullum,New Zealand,251496
18909,14,JEC Franklin,2,2,6,4,2,0,0,0,0,0,caught,JEC Franklin,BB McCullum,MG Johnson,True,8,JEC Franklin,New Zealand,251496
18910,15,DR Tuffey,2,8,8,4,2,1,0,1,0,0,caught,DR Tuffey,BB McCullum,MG Johnson,True,9,DR Tuffey,New Zealand,251496
18911,16,MR Gillespie,2,28,15,3,2,7,0,3,0,0,run out,MR Gillespie,BB McCullum,,True,10,MR Gillespie,New Zealand,251496
18912,0,ML Hayden,1,24,39,30,4,0,0,5,0,0,caught,ML Hayden,BJ Haddin,MR Gillespie,True,1,ML Hayden,Australia,251495
18913,1,PA Jaques,1,3,17,15,1,1,0,0,0,0,caught,PA Jaques,ML Hayden,SE Bond,True,2,PA Jaques,Australia,251495
18914,2,BJ Haddin,1,49,63,41,13,2,0,5,0,2,caught and bowled,BJ Haddin,MEK Hussey,DL Vettori,True,3,BJ Haddin,Australia,251495
18915,3,MEK Hussey,1,105,84,36,32,1,1,8,0,6,caught,MEK Hussey,BJ Hodge,CD McMillan,True,4,MEK Hussey,Australia,251495
18916,4,BJ Hodge,1,97,86,35,33,6,0,10,0,2,,,,,False,5,BJ Hodge,Australia,251495
18917,5,CL White,1,42,19,2,10,1,0,3,0,3,,,,,False,6,CL White,Australia,251495
18918,6,L Vincent,2,26,27,14,8,2,0,2,0,1,caught,L Vincent,LRPL Taylor,NW Bracken,True,1,L Vincent,New Zealand,251495
18919,7,SP Fleming,2,6,7,5,0,1,0,1,0,0,caught,SP Fleming,L Vincent,NW Bracken,True,2,SP Fleming,New Zealand,251495
18920,8,LRPL Taylor,2,117,133,76,33,7,0,16,0,1,caught,LRPL Taylor,PG Fulton,SR Watson,True,3,LRPL Taylor,New Zealand,251495
18921,9,SB Styris,2,17,25,16,5,2,0,2,0,0,caught,SB Styris,LRPL Taylor,SR Watson,True,4,SB Styris,New Zealand,251495
18922,10,PG Fulton,2,76,66,20,34,5,0,5,0,2,,,,,False,5,PG Fulton,New Zealand,251495
18923,11,CD McMillan,2,52,30,12,6,3,0,7,0,2,caught,CD McMillan,PG Fulton,SR Watson,True,6,CD McMillan,New Zealand,251495
18924,12,BB McCullum,2,22,12,1,6,3,0,1,0,1,,,,,False,7,BB McCullum,New Zealand,251495
18925,0,ML Hayden,1,14,42,34,6,0,0,2,0,0,caught,ML Hayden,MEK Hussey,MR Gillespie,True,1,ML Hayden,Australia,251494
18926,1,PA Jaques,1,1,8,7,1,0,0,0,0,0,caught,PA Jaques,ML Hayden,SE Bond,True,2,PA Jaques,Australia,251494
18927,2,BJ Haddin,1,6,5,3,0,1,0,1,0,0,bowled,BJ Haddin,ML Hayden,SE Bond,True,3,BJ Haddin,Australia,251494
18928,3,MEK Hussey,1,42,96,72,15,4,1,4,0,0,caught,MEK Hussey,CL White,CD McMillan,True,4,MEK Hussey,Australia,251494
18929,4,BJ Hodge,1,22,50,35,12,1,0,2,0,0,caught,BJ Hodge,MEK Hussey,DL Vettori,True,5,BJ Hodge,Australia,251494
18930,5,CL White,1,13,18,6,11,1,0,0,0,0,caught and bowled,CL White,SR Watson,SE Bond,True,6,CL White,Australia,251494
18931,6,SR Watson,1,8,32,25,6,1,0,0,0,0,caught,SR Watson,GB Hogg,DL Vettori,True,7,SR Watson,Australia,251494
18932,7,GB Hogg,1,20,23,10,10,1,0,2,0,0,bowled,GB Hogg,GD McGrath,SE Bond,True,8,GB Hogg,Australia,251494
18933,8,MG Johnson,1,8,18,13,4,0,0,1,0,0,caught,MG Johnson,GB Hogg,MR Gillespie,True,9,MG Johnson,Australia,251494
18934,9,NW Bracken,1,0,4,4,0,0,0,0,0,0,bowled,NW Bracken,GB Hogg,SE Bond,True,10,NW Bracken,Australia,251494
18935,10,GD McGrath,1,5,7,4,1,2,0,0,0,0,,,,,False,11,GD McGrath,Australia,251494
18936,11,L Vincent,2,73,88,51,25,2,0,8,0,2,,,,,False,1,L Vincent,New Zealand,251494
18937,12,SP Fleming,2,70,77,48,13,5,1,8,0,2,,,,,False,2,SP Fleming,New Zealand,251494
18938,0,WU Tharanga,1,22,54,41,9,1,1,2,0,0,bowled,WU Tharanga,KC Sangakkara,MR Gillespie,True,1,WU Tharanga,Sri Lanka,251492
