,match_id,home_team,away_team,gender,season,competition,match_number,venue,city,toss_winner,toss_decision,umpire,umpire_2,reserve_umpire,match_referee,winner,winner_wickets,start_date,end_date,winner_runs,series,player_of_match,tv_umpire,neutralvenue,outcome,method,player_of_match_2,reserve_umpire_2,eliminator,match_number_2
325,656417,Pakistan,West Indies,male,2014/15,ICC Cricket World Cup,10,Hagley Oval,Christchurch,Pakistan,field,M Erasmus,NJ Llong,SD Fry,DC Boon,West Indies,,2015/02/21,2015/02/21,150,,AD Russell,S Ravi,true,,,,,,
326,656415,New Zealand,England,male,2014/15,ICC Cricket World Cup,9,Westpac Stadium,Wellington,England,bat,PR Reiffel,RJ Tucker,RSA Palliyaguruge,RS Mahanama,New Zealand,8,2015/02/20,2015/02/20,,,TG Southee,BNJ Oxenford,,,,,,,
327,656413,United Arab Emirates,Zimbabwe,male,2014/15,ICC Cricket World Cup,8,Saxton Oval,Nelson,Zimbabwe,field,JD Cloete,CB Gaffaney,REJ Martinesz,BC Broad,Zimbabwe,4,2015/02/19,2015/02/19,,,SC Williams,RK Illingworth,true,,,,,,
328,656411,Afghanistan,Bangladesh,male,2014/15,ICC Cricket World Cup,7,Manuka Oval,Canberra,Bangladesh,bat,SJ Davis,JS Wilson,RA Kettleborough,JJ Crowe,Bangladesh,,2015/02/18,2015/02/18,105,,Mushfiqur Rahim,Aleem Dar,true,,,,,,
329,656409,New Zealand,Scotland,male,2014/15,ICC Cricket World Cup,6,University Oval,Dunedin,New Zealand,field,SD Fry,NJ Llong,S Ravi,DC Boon,New Zealand,3,2015/02/17,2015/02/17,,,TA Boult,M Erasmus,,,,,,,
330,656407,Ireland,West Indies,male,2014/15,ICC Cricket World Cup,5,Saxton Oval,Nelson,Ireland,field,RK Illingworth,BNJ Oxenford,JD Cloete,BC Broad,Ireland,4,2015/02/16,2015/02/16,,,PR Stirling,CB Gaffaney,true,,,,,,
331,656405,India,Pakistan,male,2014/15,ICC Cricket World Cup,4,Adelaide Oval,,India,bat,IJ Gould,RA Kettleborough,MA Gough,RS Madugalle,India,,2015/02/15,2015/02/15,76,,V Kohli,SJ Davis,true,,,,,,
332,656403,South Africa,Zimbabwe,male,2014/15,ICC Cricket World Cup,3,Seddon Park,Hamilton,Zimbabwe,field,REJ Martinesz,RJ Tucker,RSA Palliyaguruge,RS Mahanama,South Africa,,2015/02/15,2015/02/15,62,,DA Miller,PR Reiffel,true,,,,,,
333,656401,Australia,England,male,2014/15,ICC Cricket World Cup,2,Melbourne Cricket Ground,,England,field,Aleem Dar,HDPK Dharmasena,JS Wilson,JJ Crowe,Australia,,2015/02/14,2015/02/14,111,,AJ Finch,BF Bowden,,,,,,,
334,656399,New Zealand,Sri Lanka,male,2014/15,ICC Cricket World Cup,1,Hagley Oval,Christchurch,Sri Lanka,field,M Erasmus,NJ Llong,SD Fry,DC Boon,New Zealand,,2015/02/14,2015/02/14,98,,CJ Anderson,S Ravi,,,,,,,
335,649099,Pakistan,South Africa,male,2013/14,,5,Sharjah Cricket Stadium,,South Africa,bat,Ahsan Raza,RK Illingworth,Zameer Haider,RS Madugalle,South Africa,,2013/11/11,2013/11/11,117,Pakistan v South Africa ODI Series,AB de Villiers,SJ Davis,true,,,,,,
336,649097,Pakistan,South Africa,male,2013/14,,4,Sheikh Zayed Stadium,Abu Dhabi,South Africa,bat,Ahsan Raza,SJ Davis,Zameer Haider,RS Madugalle,South Africa,,2013/11/08,2013/11/08,28,Pakistan v South Africa ODI Series,DW Steyn,RK Illingworth,true,,,,,,
337,649095,Pakistan,South Africa,male,2013/14,,3,Sheikh Zayed Stadium,Abu Dhabi,South Africa,bat,Ahsan Raza,RK Illingworth,Zameer Haider,RS Madugalle,South Africa,,2013/11/06,2013/11/06,68,Pakistan v South Africa ODI Series,F du Plessis,SJ Davis,true,,,,,,
338,649093,Pakistan,South Africa,male,2013/14,,2,Dubai International Cricket Stadium,,Pakistan,bat,SJ Davis,Shozab Raza,,RS Madugalle,Pakistan,,2013/11/01,2013/11/01,66,Pakistan v South Africa ODI Series,Shahid Afridi,RK Illingworth,true,,,,,,
339,649091,Pakistan,South Africa,male,2013/14,,1,Sharjah Cricket Stadium,,South Africa,bat,RK Illingworth,Shozab Raza,Ahsan Raza,RS Madugalle,South Africa,,2013/10/30,2013/10/30,1,Pakistan v South Africa ODI Series,WD Parnell,SJ Davis,true,,,,,,
340,648655,South Africa,India,male,2013/14,,3,SuperSport Park,Centurion,South Africa,bat,JD Cloete,RK Illingworth,AT Holdstock,AJ Pycroft,,,2013/12/11,2013/12/11,,India in South Africa ODI Series,,S George,,no result,,,,,
341,648653,South Africa,India,male,2013/14,,2,Kingsmead,Durban,India,field,S George,RK Illingworth,JD Cloete,AJ Pycroft,South Africa,,2013/12/08,2013/12/08,134,India in South Africa ODI Series,Q de Kock,AT Holdstock,,,,,,,
342,648651,South Africa,India,male,2013/14,,1,New Wanderers Stadium,Johannesburg,India,field,AT Holdstock,RK Illingworth,S George,AJ Pycroft,South Africa,,2013/12/05,2013/12/05,141,India in South Africa ODI Series,Q de Kock,JD Cloete,,,,,,,
343,647261,India,Australia,male,2013/14,,7,M Chinnaswamy Stadium,Bangalore,Australia,field,NJ Llong,S Ravi,R Subramanian,AJ Pycroft,India,,2013/11/02,2013/11/02,57,Australia in India ODI Series,RG Sharma,AK Chaudhary,,,,,,,
344,647259,India,Australia,male,2013/14,,6,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,field,NJ Llong,S Ravi,N Pandit,AJ Pycroft,India,6,2013/10/30,2013/10/30,,Australia in India ODI Series,V Kohli,VA Kulkarni,,,,,,,
345,647255,India,Australia,male,2013/14,,4,JSCA International Stadium Complex,Ranchi,India,field,RA Kettleborough,VA Kulkarni,VK Sharma,RS Mahanama,,,2013/10/23,2013/10/23,,Australia in India ODI Series,,AK Chaudhary,,no result,,,,,
346,647253,India,Australia,male,2013/14,,3,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Australia,field,RA Kettleborough,C Shamshuddin,Tapan Sharma,RS Mahanama,Australia,4,2013/10/19,2013/10/19,,Australia in India ODI Series,JP Faulkner,AK Chaudhary,,,,,,,
347,647251,India,Australia,male,2013/14,,2,Sawai Mansingh Stadium,Jaipur,Australia,bat,RA Kettleborough,VA Kulkarni,RM Deshpande,RS Mahanama,India,9,2013/10/16,2013/10/16,,Australia in India ODI Series,RG Sharma,C Shamshuddin,,,,,,,
348,647249,India,Australia,male,2013/14,,1,Maharashtra Cricket Association Stadium,Pune,Australia,bat,RA Kettleborough,VA Kulkarni,Navdeep Singh,RS Mahanama,Australia,,2013/10/13,2013/10/13,72,Australia in India ODI Series,GJ Bailey,C Shamshuddin,,,,,,,
349,645643,West Indies,Pakistan,male,2013,,5,"Beausejour Stadium, Gros Islet",St Lucia,Pakistan,field,PR Reiffel,JS Wilson,PJ Nero,DC Boon,Pakistan,4,2013/07/24,2013/07/24,,Pakistan in West Indies ODI Series,Misbah-ul-Haq,SJ Davis,,,,,,,
350,645641,West Indies,Pakistan,male,2013,,4,"Beausejour Stadium, Gros Islet",St Lucia,Pakistan,field,SJ Davis,PJ Nero,JS Wilson,DC Boon,Pakistan,6,2013/07/21,2013/07/21,,Pakistan in West Indies ODI Series,MN Samuels,PR Reiffel,,,D/L,,,,
351,645639,West Indies,Pakistan,male,2013,,3,"Beausejour Stadium, Gros Islet",St Lucia,West Indies,field,PR Reiffel,JS Wilson,PJ Nero,DC Boon,,,2013/07/19,2013/07/19,,Pakistan in West Indies ODI Series,Misbah-ul-Haq,SJ Davis,,tie,,LMP Simmons,,,
352,645637,West Indies,Pakistan,male,2013,,2,Providence Stadium,Guyana,Pakistan,field,NJ Llong,PJ Nero,JS Wilson,DC Boon,West Indies,,2013/07/16,2013/07/16,37,Pakistan in West Indies ODI Series,SP Narine,PR Reiffel,,,,,,,
353,645635,West Indies,Pakistan,male,2013,,1,Providence Stadium,Guyana,West Indies,field,PR Reiffel,JS Wilson,PJ Nero,DC Boon,Pakistan,,2013/07/14,2013/07/14,126,Pakistan in West Indies ODI Series,Shahid Afridi,NJ Llong,,,,,,,
354,643677,Zimbabwe,India,male,2013,,5,Queens Sports Club,Bulawayo,India,field,O Chirombe,BNJ Oxenford,C Phiri,BC Broad,India,7,2013/08/03,2013/08/03,,India in Zimbabwe ODI Series,A Mishra,TJ Matibiri,,,,,,,
355,643675,Zimbabwe,India,male,2013,,4,Queens Sports Club,Bulawayo,India,field,TJ Matibiri,BNJ Oxenford,LA Ngwenya,BC Broad,India,9,2013/08/01,2013/08/01,,India in Zimbabwe ODI Series,MM Sharma,O Chirombe,,,,,,,
356,643669,Zimbabwe,India,male,2013,,3,Harare Sports Club,,India,field,BNJ Oxenford,RB Tiffin,L Rusere,BC Broad,India,7,2013/07/28,2013/07/28,,India in Zimbabwe ODI Series,A Mishra,O Chirombe,,,,,,,
357,643667,Zimbabwe,India,male,2013,,2,Harare Sports Club,,Zimbabwe,field,O Chirombe,BNJ Oxenford,I Chabi,BC Broad,India,,2013/07/26,2013/07/26,58,India in Zimbabwe ODI Series,S Dhawan,RB Tiffin,,,,,,,
358,643665,Zimbabwe,India,male,2013,,1,Harare Sports Club,,India,field,BNJ Oxenford,RB Tiffin,L Rusere,BC Broad,India,6,2013/07/24,2013/07/24,,India in Zimbabwe ODI Series,V Kohli,TJ Matibiri,,,,,,,
359,636535,West Indies,England,male,2013/14,,3,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,field,M Erasmus,JS Wilson,GO Brathwaite,AJ Pycroft,England,,2014/03/05,2014/03/05,25,England in West Indies ODI Series,JE Root,RJ Tucker,,,,,,,
360,636534,West Indies,England,male,2013/14,,2,"Sir Vivian Richards Stadium, North Sound",Antigua,England,field,RJ Tucker,JS Wilson,GO Brathwaite,AJ Pycroft,England,3,2014/03/02,2014/03/02,,England in West Indies ODI Series,SD Parry,M Erasmus,,,,,,,
361,636533,West Indies,England,male,2013/14,,1,"Sir Vivian Richards Stadium, North Sound",Antigua,England,field,GO Brathwaite,M Erasmus,JS Wilson,AJ Pycroft,West Indies,,2014/02/28,2014/02/28,15,England in West Indies ODI Series,DJ Bravo,RJ Tucker,,,,,,,
362,636163,Australia,England,male,2013/14,,5,Adelaide Oval,,Australia,bat,SD Fry,REJ Martinesz,JD Ward,AJ Pycroft,Australia,,2014/01/26,2014/01/26,5,England in Australia ODI Series,JP Faulkner,HDPK Dharmasena,,,,,,,
363,636162,Australia,England,male,2013/14,,4,Western Australia Cricket Association Ground,Perth,Australia,field,HDPK Dharmasena,JD Ward,SD Fry,AJ Pycroft,England,,2014/01/24,2014/01/24,57,England in Australia ODI Series,BA Stokes,REJ Martinesz,,,,,,,
364,636161,Australia,England,male,2013/14,,3,Sydney Cricket Ground,,England,bat,SD Fry,REJ Martinesz,JD Ward,RS Madugalle,Australia,7,2014/01/19,2014/01/19,,England in Australia ODI Series,DA Warner,HDPK Dharmasena,,,,,,,
365,636160,Australia,England,male,2013/14,,2,"Brisbane Cricket Ground, Woolloongabba",Brisbane,England,bat,HDPK Dharmasena,JD Ward,SD Fry,RS Madugalle,Australia,1,2014/01/17,2014/01/17,,England in Australia ODI Series,JP Faulkner,REJ Martinesz,,,,,,,
366,636159,Australia,England,male,2013/14,,1,Melbourne Cricket Ground,,England,bat,SD Fry,REJ Martinesz,JD Ward,RS Madugalle,Australia,6,2014/01/12,2014/01/12,,England in Australia ODI Series,AJ Finch,HDPK Dharmasena,,,,,,,
367,635657,Sri Lanka,South Africa,male,2013,,5,R Premadasa Stadium,Colombo,Sri Lanka,bat,RA Kettleborough,RR Wimalasiri,RSA Palliyaguruge,AJ Pycroft,Sri Lanka,,2013/07/31,2013/07/31,128,South Africa in Sri Lanka ODI Series,TM Dilshan,REJ Martinesz,,,,,,,
368,635656,Sri Lanka,South Africa,male,2013,,4,Pallekele International Cricket Stadium,,South Africa,bat,RSA Palliyaguruge,RJ Tucker,REJ Martinesz,AJ Pycroft,Sri Lanka,8,2013/07/28,2013/07/28,,South Africa in Sri Lanka ODI Series,TM Dilshan,RA Kettleborough,,,,,,,
369,635655,Sri Lanka,South Africa,male,2013,,3,Pallekele International Cricket Stadium,,South Africa,bat,RA Kettleborough,REJ Martinesz,RSA Palliyaguruge,AJ Pycroft,South Africa,,2013/07/26,2013/07/26,56,South Africa in Sri Lanka ODI Series,DA Miller,RJ Tucker,,,,,,,
370,635654,Sri Lanka,South Africa,male,2013,,2,R Premadasa Stadium,Colombo,Sri Lanka,bat,RSA Palliyaguruge,RR Wimalasiri,LE Hannibal,AJ Pycroft,Sri Lanka,,2013/07/23,2013/07/23,17,South Africa in Sri Lanka ODI Series,LD Chandimal,RA Kettleborough,,,D/L,,,,
371,635653,Sri Lanka,South Africa,male,2013,,1,R Premadasa Stadium,Colombo,South Africa,field,RA Kettleborough,REJ Martinesz,RR Wimalasiri,AJ Pycroft,Sri Lanka,,2013/07/20,2013/07/20,180,South Africa in Sri Lanka ODI Series,KC Sangakkara,RJ Tucker,,,,,,,
372,631138,Netherlands,Ireland,male,2013,"ICC World Cricket League Championship, 2011-2013/14",43,VRA Ground,Amstelveen,Ireland,bat,CB Gaffaney,M Hawthorne,AG Wharf,DT Jukes,Ireland,,2013/07/07,2013/07/07,88,,KJ O'Brien,,,,,,,,
373,623575,Zimbabwe,Bangladesh,male,2013,,3,Queens Sports Club,Bulawayo,Zimbabwe,field,JD Cloete,TJ Matibiri,LA Ngwenya,BC Broad,Zimbabwe,7,2013/05/08,2013/05/08,,Bangladesh in Zimbabwe ODI Series,V Sibanda,RB Tiffin,,,,,,,
374,623574,Zimbabwe,Bangladesh,male,2013,,2,Queens Sports Club,Bulawayo,Zimbabwe,field,O Chirombe,JD Cloete,RB Tiffin,BC Broad,Zimbabwe,6,2013/05/05,2013/05/05,,Bangladesh in Zimbabwe ODI Series,SC Williams,TJ Matibiri,,,,,,,
375,623573,Zimbabwe,Bangladesh,male,2013,,1,Queens Sports Club,Bulawayo,Zimbabwe,field,JD Cloete,RB Tiffin,O Chirombe,BC Broad,Bangladesh,,2013/05/03,2013/05/03,121,Bangladesh in Zimbabwe ODI Series,Ziaur Rahman,TJ Matibiri,,,,,,,
376,602476,Sri Lanka,Bangladesh,male,2012/13,,3,Pallekele International Cricket Stadium,,Sri Lanka,bat,NJ Llong,RSA Palliyaguruge,MSK Nandiweera,DC Boon,Bangladesh,3,2013/03/28,2013/03/28,,Bangladesh in Sri Lanka ODI Series,TM Dilshan,TH Wijewardene,,,D/L,,,,
377,602475,Sri Lanka,Bangladesh,male,2012/13,,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Bangladesh,field,NJ Llong,TH Wijewardene,HMNC Dhanasinghe,DC Boon,,,2013/03/25,2013/03/25,,Bangladesh in Sri Lanka ODI Series,,RSA Palliyaguruge,,no result,,,,,
378,602474,Sri Lanka,Bangladesh,male,2012/13,,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,field,NJ Llong,RSA Palliyaguruge,HMNC Dhanasinghe,DC Boon,Sri Lanka,8,2013/03/23,2013/03/23,,Bangladesh in Sri Lanka ODI Series,TM Dilshan,TH Wijewardene,,,D/L,,,,
379,601613,Ireland,Pakistan,male,2013,,2,Clontarf Cricket Club Ground,Dublin,Pakistan,field,IJ Gould,RP Smith,L Fourie,JJ Crowe,Pakistan,2,2013/05/26,2013/05/26,,Pakistan in Ireland ODI Series,Kamran Akmal,,,,,,,,
380,601612,Ireland,Pakistan,male,2013,,1,Clontarf Cricket Club Ground,Dublin,Pakistan,bat,IJ Gould,RP Smith,L Fourie,JJ Crowe,,,2013/05/23,2013/05/23,,Pakistan in Ireland ODI Series,KJ O'Brien,,,tie,D/L,,,,
381,601077,Scotland,Pakistan,male,2013,,1,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Pakistan,bat,RA Kettleborough,IN Ramage,AJT Dowdalls,JJ Crowe,Pakistan,,2013/05/17,2013/05/17,96,Pakistan in Scotland ODI Series,Misbah-ul-Haq,,,,,,,,
382,597929,India,Sri Lanka,male,2013,,,"Queen's Park Oval, Port of Spain",Trinidad,India,field,NJ Llong,PJ Nero,N Duguid,DC Boon,India,1,2013/07/11,2013/07/11,,West Indies Tri-Nation Series,MS Dhoni,JS Wilson,true,,,,,,
383,597928,India,Sri Lanka,male,2013,,6,"Queen's Park Oval, Port of Spain",Trinidad,Sri Lanka,field,NJ Llong,PJ Nero,N Duguid,JJ Crowe,India,,2013/07/09,2013/07/09,81,West Indies Tri-Nation Series,B Kumar,JS Wilson,true,,D/L,,,,
384,597927,West Indies,Sri Lanka,male,2013,,5,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,field,NJ Llong,JS Wilson,N Duguid,JJ Crowe,Sri Lanka,,2013/07/07,2013/07/08,39,West Indies Tri-Nation Series,KC Sangakkara,PJ Nero,,,D/L,,,,
385,597926,West Indies,India,male,2013,,4,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,field,NJ Llong,PJ Nero,JS Wilson,JJ Crowe,India,,2013/07/05,2013/07/05,102,West Indies Tri-Nation Series,V Kohli,N Duguid,,,D/L,,,,
386,597925,India,Sri Lanka,male,2013,,3,"Sabina Park, Kingston",Jamaica,India,field,IJ Gould,JS Wilson,N Duguid,JJ Crowe,Sri Lanka,,2013/07/02,2013/07/02,161,West Indies Tri-Nation Series,WU Tharanga,PJ Nero,true,,,,,,
387,597924,West Indies,India,male,2013,,2,"Sabina Park, Kingston",Jamaica,West Indies,field,IJ Gould,PJ Nero,N Duguid,JJ Crowe,West Indies,1,2013/06/30,2013/06/30,,West Indies Tri-Nation Series,J Charles,JS Wilson,,,,,,,
388,597923,West Indies,Sri Lanka,male,2013,,1,"Sabina Park, Kingston",Jamaica,West Indies,field,IJ Gould,JS Wilson,PJ Nero,JJ Crowe,West Indies,6,2013/06/28,2013/06/28,,West Indies Tri-Nation Series,CH Gayle,N Duguid,,,,,,,
389,593985,West Indies,Zimbabwe,male,2012/13,,3,"National Cricket Stadium, St George's",Grenada,Zimbabwe,bat,GO Brathwaite,IJ Gould,PJ Nero,J Srinath,West Indies,5,2013/02/26,2013/02/26,,Zimbabwe in West Indies ODI Series,DM Bravo,JD Cloete,,,,,,,
390,593983,West Indies,Zimbabwe,male,2012/13,,1,"National Cricket Stadium, St George's",Grenada,Zimbabwe,field,IJ Gould,JS Wilson,PJ Nero,J Srinath,West Indies,,2013/02/22,2013/02/22,156,Zimbabwe in West Indies ODI Series,J Charles,JD Cloete,,,,,,,
391,592266,Canada,Kenya,male,2012/13,"ICC World Cricket League Championship, 2011-2013/14",35,ICC Global Cricket Academy,Dubai,Canada,bat,RJ Bailey,D Odhiambo,,GF Labrooy,Kenya,6,2013/03/11,2013/03/11,,,E Otieno,,true,,,,,,
392,589310,India,Pakistan,male,2012/13,,3,Feroz Shah Kotla,Delhi,India,bat,S Asnani,BF Bowden,AK Chaudhary,RS Mahanama,India,,2013/01/06,2013/01/06,10,Pakistan in India ODI Series,MS Dhoni,VA Kulkarni,,,,,,,
393,589309,India,Pakistan,male,2012/13,,2,Eden Gardens,Kolkata,India,field,BF Bowden,VA Kulkarni,S Das,RS Mahanama,Pakistan,,2013/01/03,2013/01/03,85,Pakistan in India ODI Series,Nasir Jamshed,S Ravi,,,,,,,
394,589308,India,Pakistan,male,2012/13,,1,"MA Chidambaram Stadium, Chepauk",Chennai,Pakistan,field,BF Bowden,S Ravi,CK Nandan,RS Mahanama,Pakistan,6,2012/12/30,2012/12/30,,Pakistan in India ODI Series,MS Dhoni,S Asnani,,,,,,,
395,587475,Bangladesh,West Indies,male,2012/13,,5,Shere Bangla National Stadium,Mirpur,Bangladesh,field,Enamul Haque,REJ Martinesz,Tanvir Ahmed,AJ Pycroft,Bangladesh,2,2012/12/08,2012/12/08,,West Indies in Bangladesh ODI Series,Mahmudullah,Anisur Rahman,,,,,,,
396,587474,Bangladesh,West Indies,male,2012/13,,4,Shere Bangla National Stadium,Mirpur,Bangladesh,field,Enamul Haque,REJ Martinesz,Gazi Sohel,AJ Pycroft,West Indies,,2012/12/07,2012/12/07,75,West Indies in Bangladesh ODI Series,DJG Sammy,Anisur Rahman,,,,,,,
397,587473,Bangladesh,West Indies,male,2012/13,,3,Shere Bangla National Stadium,Mirpur,West Indies,field,Enamul Haque,REJ Martinesz,Gazi Sohel,AJ Pycroft,West Indies,4,2012/12/05,2012/12/05,,West Indies in Bangladesh ODI Series,MN Samuels,Anisur Rahman,,,,,,,
398,587472,Bangladesh,West Indies,male,2012/13,,2,Sheikh Abu Naser Stadium,Khulna,West Indies,field,Enamul Haque,REJ Martinesz,Masudur Rahman,AJ Pycroft,Bangladesh,,2012/12/02,2012/12/02,160,West Indies in Bangladesh ODI Series,Anamul Haque,Anisur Rahman,,,,,,,
399,587471,Bangladesh,West Indies,male,2012/13,,1,Sheikh Abu Naser Stadium,Khulna,West Indies,bat,Enamul Haque,REJ Martinesz,Masudur Rahman,AJ Pycroft,Bangladesh,7,2012/11/30,2012/11/30,,West Indies in Bangladesh ODI Series,Sohag Gazi,Anisur Rahman,,,,,,,
400,582191,Sri Lanka,New Zealand,male,2012/13,,5,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,New Zealand,field,IJ Gould,TH Wijewardene,RR Wimalasiri,AJ Pycroft,,,2012/11/12,2012/11/12,,New Zealand in Sri Lanka ODI Series,,RSA Palliyaguruge,,no result,,,,,
401,582190,Sri Lanka,New Zealand,male,2012/13,,4,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,field,IJ Gould,RSA Palliyaguruge,RR Wimalasiri,AJ Pycroft,Sri Lanka,7,2012/11/10,2012/11/10,,New Zealand in Sri Lanka ODI Series,BMAJ Mendis,TH Wijewardene,,,D/L,,,,
402,582189,Sri Lanka,New Zealand,male,2012/13,,3,Pallekele International Cricket Stadium,,Sri Lanka,field,HDPK Dharmasena,IJ Gould,HMNC Dhanasinghe,AJ Pycroft,Sri Lanka,7,2012/11/06,2012/11/06,,New Zealand in Sri Lanka ODI Series,TM Dilshan,REJ Martinesz,,,D/L,,,,
403,582188,Sri Lanka,New Zealand,male,2012/13,,2,Pallekele International Cricket Stadium,,New Zealand,bat,HDPK Dharmasena,IJ Gould,HMNC Dhanasinghe,AJ Pycroft,Sri Lanka,,2012/11/04,2012/11/04,14,New Zealand in Sri Lanka ODI Series,SL Malinga,REJ Martinesz,,,D/L,,,,
404,578625,Australia,Sri Lanka,male,2013,ICC Champions Trophy,12,Kennington Oval,London,Australia,field,M Erasmus,AL Hill,BF Bowden,J Srinath,Sri Lanka,,2013/06/17,2013/06/17,20,,DPMD Jayawardene,Aleem Dar,true,,,,,,
405,578624,England,New Zealand,male,2013,ICC Champions Trophy,11,Sophia Gardens,Cardiff,New Zealand,field,BNJ Oxenford,RJ Tucker,HDPK Dharmasena,AJ Pycroft,England,,2013/06/16,2013/06/16,10,,AN Cook,SJ Davis,,,,,,,
406,578623,India,Pakistan,male,2013,ICC Champions Trophy,10,Edgbaston,Birmingham,India,field,IJ Gould,RA Kettleborough,NJ Llong,BC Broad,India,8,2013/06/15,2013/06/15,,,B Kumar,HDPK Dharmasena,true,,D/L,,,,
407,578622,South Africa,West Indies,male,2013,ICC Champions Trophy,9,Sophia Gardens,Cardiff,West Indies,field,SJ Davis,RJ Tucker,Aleem Dar,AJ Pycroft,,,2013/06/14,2013/06/14,,,CA Ingram,BNJ Oxenford,true,tie,D/L,,,,
408,578621,England,Sri Lanka,male,2013,ICC Champions Trophy,8,Kennington Oval,London,Sri Lanka,field,Aleem Dar,BF Bowden,AL Hill,J Srinath,Sri Lanka,7,2013/06/13,2013/06/13,,,KC Sangakkara,M Erasmus,,,,,,,
409,578620,Australia,New Zealand,male,2013,ICC Champions Trophy,7,Edgbaston,Birmingham,Australia,bat,HDPK Dharmasena,NJ Llong,IJ Gould,BC Broad,,,2013/06/12,2013/06/12,,,,RA Kettleborough,true,no result,,,,,
410,578619,India,West Indies,male,2013,ICC Champions Trophy,6,Kennington Oval,London,India,field,Aleem Dar,AL Hill,M Erasmus,BC Broad,India,8,2013/06/11,2013/06/11,,,RA Jadeja,SJ Davis,true,,,,,,
411,578618,Pakistan,South Africa,male,2013,ICC Champions Trophy,5,Edgbaston,Birmingham,South Africa,bat,BF Bowden,RA Kettleborough,HDPK Dharmasena,J Srinath,South Africa,,2013/06/10,2013/06/10,67,,HM Amla,NJ Llong,true,,,,,,
412,578617,New Zealand,Sri Lanka,male,2013,ICC Champions Trophy,4,Sophia Gardens,Cardiff,Sri Lanka,bat,BNJ Oxenford,RJ Tucker,SJ Davis,AJ Pycroft,New Zealand,1,2013/06/09,2013/06/09,,,NL McCullum,IJ Gould,true,,,,,,
413,578616,England,Australia,male,2013,ICC Champions Trophy,3,Edgbaston,Birmingham,England,bat,HDPK Dharmasena,M Erasmus,Aleem Dar,J Srinath,England,,2013/06/08,2013/06/08,48,,IR Bell,BF Bowden,,,,,,,
414,578615,Pakistan,West Indies,male,2013,ICC Champions Trophy,2,Kennington Oval,London,West Indies,field,SJ Davis,NJ Llong,RA Kettleborough,BC Broad,West Indies,2,2013/06/07,2013/06/07,,,KAJ Roach,AL Hill,true,,,,,,
415,578614,India,South Africa,male,2013,ICC Champions Trophy,1,Sophia Gardens,Cardiff,South Africa,field,IJ Gould,BNJ Oxenford,BF Bowden,AJ Pycroft,India,,2013/06/06,2013/06/06,26,,S Dhawan,RJ Tucker,true,,,,,,
416,573026,Australia,West Indies,male,2012/13,,5,Melbourne Cricket Ground,,West Indies,field,Asad Rauf,PR Reiffel,SD Fry,RS Madugalle,Australia,,2013/02/10,2013/02/10,17,West Indies in Australia ODI Series,AC Voges,NJ Llong,,,,,,,
417,573025,Australia,West Indies,male,2012/13,,4,Sydney Cricket Ground,,West Indies,bat,SD Fry,NJ Llong,PR Reiffel,RS Madugalle,Australia,5,2013/02/08,2013/02/08,,West Indies in Australia ODI Series,KA Pollard,Asad Rauf,,,,,,,
418,573024,Australia,West Indies,male,2012/13,,3,Manuka Oval,Canberra,Australia,bat,Asad Rauf,SD Fry,PR Reiffel,RS Madugalle,Australia,,2013/02/06,2013/02/06,39,West Indies in Australia ODI Series,SR Watson,NJ Llong,,,,,,,
419,573023,Australia,West Indies,male,2012/13,,2,Western Australia Cricket Association Ground,Perth,West Indies,field,NJ Llong,PR Reiffel,JD Ward,RS Madugalle,Australia,,2013/02/03,2013/02/03,54,West Indies in Australia ODI Series,GJ Bailey,Asad Rauf,,,,,,,
420,573022,Australia,West Indies,male,2012/13,,1,Western Australia Cricket Association Ground,Perth,West Indies,bat,Asad Rauf,PR Reiffel,JD Ward,RS Madugalle,Australia,9,2013/02/01,2013/02/01,,West Indies in Australia ODI Series,MA Starc,NJ Llong,,,,,,,
421,573018,Australia,Sri Lanka,male,2012/13,,5,Bellerive Oval,Hobart,Sri Lanka,field,SD Fry,RA Kettleborough,JD Ward,J Srinath,Australia,,2013/01/23,2013/01/23,32,Sri Lanka in Australia ODI Series,PJ Hughes,M Erasmus,,,,,,,
422,573017,Australia,Sri Lanka,male,2012/13,,4,Sydney Cricket Ground,,Australia,bat,M Erasmus,PR Reiffel,JD Ward,J Srinath,,,2013/01/20,2013/01/20,,Sri Lanka in Australia ODI Series,,RA Kettleborough,,no result,,,,,
423,573016,Australia,Sri Lanka,male,2012/13,,3,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,RA Kettleborough,PR Reiffel,JD Ward,J Srinath,Sri Lanka,4,2013/01/18,2013/01/18,,Sri Lanka in Australia ODI Series,KMDN Kulasekara,M Erasmus,,,,,,,
