,match_id,home_team,away_team,gender,season,competition,match_number,venue,city,toss_winner,toss_decision,umpire,umpire_2,reserve_umpire,match_referee,winner,winner_wickets,start_date,end_date,winner_runs,series,player_of_match,tv_umpire,neutralvenue,outcome,method,player_of_match_2,reserve_umpire_2,eliminator,match_number_2
0,997995,Scotland,United Arab Emirates,male,2016,"ICC World Cricket League Championship, 2015-2016/17",28,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,United Arab Emirates,bat,DA Haggo,M Hawthorne,AJT Dowdalls,GF Labrooy,Scotland,7,2016/08/16,2016/08/16,,,,,,,,,,,
1,997993,Scotland,United Arab Emirates,male,2016,"ICC World Cricket League Championship, 2015-2016/17",26,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,United Arab Emirates,field,DA Haggo,M Hawthorne,AJT Dowdalls,GF Labrooy,Scotland,,2016/08/14,2016/08/14,98,,,,,,,,,,
2,997967,Ireland,Afghanistan,male,2016,,5,"Civil Service Cricket Club, Stormont",Belfast,Afghanistan,field,R Black,C Shamshuddin,AJ Neill,DT Jukes,Ireland,,2016/07/19,2016/07/19,12,Afghanistan in Ireland ODI Series,,,,,,,,,
3,997965,Ireland,Afghanistan,male,2016,,4,"Civil Service Cricket Club, Stormont",Belfast,Afghanistan,bat,AJ Neill,C Shamshuddin,R Black,DT Jukes,Afghanistan,,2016/07/17,2016/07/17,79,Afghanistan in Ireland ODI Series,,,,,,,,,
4,997961,Ireland,Afghanistan,male,2016,,2,"Civil Service Cricket Club, Stormont",Belfast,Ireland,field,AJ Neill,IN Ramage,R Black,DT Jukes,Afghanistan,,2016/07/12,2016/07/12,39,Afghanistan in Ireland ODI Series,,,,,,,,,
5,995465,Sri Lanka,Australia,male,2016,,5,Pallekele International Cricket Stadium,,Sri Lanka,bat,Aleem Dar,RSA Palliyaguruge,REJ Martinesz,J Srinath,Australia,5,2016/09/01,2016/09/01,,Australia in Sri Lanka ODI Series,DA Warner,MA Gough,,,,,,,
6,995463,Sri Lanka,Australia,male,2016,,4,Rangiri Dambulla International Stadium,,Sri Lanka,bat,MA Gough,RSA Palliyaguruge,REJ Martinesz,J Srinath,Australia,6,2016/08/31,2016/08/31,,Australia in Sri Lanka ODI Series,JW Hastings,Aleem Dar,,,,,,,
7,995461,Sri Lanka,Australia,male,2016,,3,Rangiri Dambulla International Stadium,,Sri Lanka,bat,Aleem Dar,REJ Martinesz,RR Wimalasiri,J Srinath,Australia,2,2016/08/28,2016/08/28,,Australia in Sri Lanka ODI Series,GJ Bailey,MA Gough,,,,,,,
8,995459,Sri Lanka,Australia,male,2016,,2,R Premadasa Stadium,Colombo,Sri Lanka,bat,MA Gough,RR Wimalasiri,REJ Martinesz,J Srinath,Sri Lanka,,2016/08/24,2016/08/24,82,Australia in Sri Lanka ODI Series,AD Mathews,Aleem Dar,,,,,,,
9,995457,Sri Lanka,Australia,male,2016,,1,R Premadasa Stadium,Colombo,Australia,field,Aleem Dar,REJ Martinesz,RR Wimalasiri,J Srinath,Australia,3,2016/08/21,2016/08/21,,Australia in Sri Lanka ODI Series,JP Faulkner,MA Gough,,,,,,,
10,953343,Afghanistan,Zimbabwe,male,2015/16,,5,Sharjah Cricket Stadium,,Zimbabwe,bat,AK Chaudhary,C Shamshuddin,Iftikhar Ali,DT Jukes,Afghanistan,2,2016/01/06,2016/01/06,,Afghanistan v Zimbabwe ODI Series,Gulbadin Naib,VA Kulkarni,true,,,,,,
11,953341,Afghanistan,Zimbabwe,male,2015/16,,4,Sharjah Cricket Stadium,,Zimbabwe,bat,VA Kulkarni,C Shamshuddin,Iftikhar Ali,DT Jukes,Zimbabwe,,2016/01/04,2016/01/04,65,Afghanistan v Zimbabwe ODI Series,CJ Chibhabha,AK Chaudhary,true,,,,,,
12,953339,Afghanistan,Zimbabwe,male,2015/16,,3,Sharjah Cricket Stadium,,Zimbabwe,bat,AK Chaudhary,VA Kulkarni,Iftikhar Ali,DT Jukes,Zimbabwe,,2016/01/02,2016/01/02,117,Afghanistan v Zimbabwe ODI Series,H Masakadza,C Shamshuddin,true,,,,,,
13,953337,Afghanistan,Zimbabwe,male,2015/16,,2,Sharjah Cricket Stadium,,Zimbabwe,bat,AK Chaudhary,C Shamshuddin,Iftikhar Ali,DT Jukes,Afghanistan,4,2015/12/29,2015/12/29,,Afghanistan v Zimbabwe ODI Series,Mohammad Shahzad,VA Kulkarni,true,,,,,,
14,953335,Afghanistan,Zimbabwe,male,2015/16,,1,Sharjah Cricket Stadium,,Afghanistan,bat,VA Kulkarni,C Shamshuddin,Iftikhar Ali,DT Jukes,Afghanistan,,2015/12/25,2015/12/25,49,Afghanistan v Zimbabwe ODI Series,Amir Hamza,AK Chaudhary,true,,,,,,
15,936167,South Africa,Sri Lanka,male,2016/17,,5,SuperSport Park,Centurion,Sri Lanka,field,S George,RA Kettleborough,AT Holdstock,RB Richardson,South Africa,,2017/02/10,2017/02/10,88,Sri Lanka in South Africa ODI Series,HM Amla,RK Illingworth,,,,,,,
16,936165,South Africa,Sri Lanka,male,2016/17,,4,Newlands,Cape Town,South Africa,bat,AT Holdstock,RK Illingworth,S George,RB Richardson,South Africa,,2017/02/07,2017/02/07,40,Sri Lanka in South Africa ODI Series,F du Plessis,RA Kettleborough,,,,,,,
17,936163,South Africa,Sri Lanka,male,2016/17,,3,New Wanderers Stadium,Johannesburg,South Africa,field,AT Holdstock,RA Kettleborough,S George,RB Richardson,South Africa,7,2017/02/04,2017/02/04,,Sri Lanka in South Africa ODI Series,D Pretorius,RK Illingworth,,,,,,,
18,936161,South Africa,Sri Lanka,male,2016/17,,2,Kingsmead,Durban,Sri Lanka,field,S George,RK Illingworth,AT Holdstock,RB Richardson,South Africa,,2017/02/01,2017/02/01,121,Sri Lanka in South Africa ODI Series,F du Plessis,RA Kettleborough,,,,,,,
19,936159,South Africa,Sri Lanka,male,2016/17,,1,St George's Park,Port Elizabeth,South Africa,field,BP Jele,RA Kettleborough,S George,RB Richardson,South Africa,8,2017/01/28,2017/01/28,,Sri Lanka in South Africa ODI Series,Imran Tahir,RK Illingworth,,,,,,,
20,936143,South Africa,Australia,male,2016/17,,5,Newlands,Cape Town,South Africa,bat,S George,JS Wilson,AT Holdstock,BC Broad,South Africa,,2016/10/12,2016/10/12,31,Australia in South Africa ODI Series,DA Warner,NJ Llong,,,,,,,
21,936141,South Africa,Australia,male,2016/17,,4,St George's Park,Port Elizabeth,Australia,bat,AT Holdstock,NJ Llong,S George,BC Broad,South Africa,6,2016/10/09,2016/10/09,,Australia in South Africa ODI Series,KJ Abbott,JS Wilson,,,,,,,
22,936139,South Africa,Australia,male,2016/17,,3,Kingsmead,Durban,Australia,bat,AT Holdstock,JS Wilson,S George,BC Broad,South Africa,4,2016/10/05,2016/10/05,,Australia in South Africa ODI Series,DA Miller,NJ Llong,,,,,,,
23,936137,South Africa,Australia,male,2016/17,,2,New Wanderers Stadium,Johannesburg,Australia,field,S George,NJ Llong,AT Holdstock,BC Broad,South Africa,,2016/10/02,2016/10/02,142,Australia in South Africa ODI Series,F du Plessis,JS Wilson,,,,,,,
24,936135,South Africa,Australia,male,2016/17,,1,SuperSport Park,Centurion,South Africa,field,BP Jele,JS Wilson,S George,BC Broad,South Africa,6,2016/09/30,2016/09/30,,Australia in South Africa ODI Series,Q de Kock,NJ Llong,,,,,,,
25,936133,Australia,Ireland,male,2016/17,,,Willowmoore Park,Benoni,Ireland,bat,BP Jele,NJ Llong,AT Holdstock,BC Broad,Australia,9,2016/09/27,2016/09/27,,,UT Khawaja,JS Wilson,true,,,,,,
26,936131,South Africa,Ireland,male,2016/17,,,Willowmoore Park,Benoni,Ireland,field,S George,JS Wilson,BP Jele,BC Broad,South Africa,,2016/09/25,2016/09/25,206,,T Bavuma,NJ Llong,,,,,,,
27,932867,West Indies,Australia,male,2016,,,"Kensington Oval, Bridgetown",Barbados,Australia,bat,RA Kettleborough,JS Wilson,GO Brathwaite,JJ Crowe,Australia,,2016/06/26,2016/06/26,58,West Indies Tri-Nation Series,MR Marsh,HDPK Dharmasena,,,,,,,
28,932865,West Indies,South Africa,male,2016,,9,"Kensington Oval, Bridgetown",Barbados,South Africa,field,GO Brathwaite,HDPK Dharmasena,JS Wilson,JJ Crowe,West Indies,,2016/06/24,2016/06/24,100,West Indies Tri-Nation Series,DM Bravo,RA Kettleborough,,,,,,,
29,932863,West Indies,Australia,male,2016,,8,"Kensington Oval, Bridgetown",Barbados,Australia,field,GO Brathwaite,RA Kettleborough,JS Wilson,JJ Crowe,Australia,6,2016/06/21,2016/06/21,,West Indies Tri-Nation Series,MN Samuels,HDPK Dharmasena,,,,,,,
30,932861,Australia,South Africa,male,2016,,7,"Kensington Oval, Bridgetown",Barbados,Australia,field,HDPK Dharmasena,JS Wilson,GO Brathwaite,JJ Crowe,,,2016/06/19,2016/06/19,,West Indies Tri-Nation Series,,RA Kettleborough,true,no result,,,,,
31,932859,West Indies,South Africa,male,2016,,6,"Warner Park, Basseterre",St Kitts,West Indies,field,GO Brathwaite,NJ Llong,JS Wilson,JJ Crowe,South Africa,,2016/06/15,2016/06/15,139,West Indies Tri-Nation Series,Imran Tahir,RK Illingworth,,,,,,,
32,932857,West Indies,Australia,male,2016,,5,"Warner Park, Basseterre",St Kitts,West Indies,field,GO Brathwaite,RK Illingworth,JS Wilson,JJ Crowe,West Indies,4,2016/06/13,2016/06/13,,West Indies Tri-Nation Series,MN Samuels,NJ Llong,,,,,,,
33,932855,Australia,South Africa,male,2016,,4,"Warner Park, Basseterre",St Kitts,Australia,bat,NJ Llong,JS Wilson,GO Brathwaite,JJ Crowe,Australia,,2016/06/11,2016/06/11,36,West Indies Tri-Nation Series,DA Warner,RK Illingworth,true,,,,,,
34,932853,Australia,South Africa,male,2016,,3,Providence Stadium,Guyana,South Africa,bat,RK Illingworth,JS Wilson,GO Brathwaite,JJ Crowe,South Africa,,2016/06/07,2016/06/07,47,West Indies Tri-Nation Series,F Behardien,NJ Llong,true,,,,,,
35,932851,West Indies,Australia,male,2016,,2,Providence Stadium,Guyana,Australia,field,GO Brathwaite,NJ Llong,JS Wilson,JJ Crowe,Australia,6,2016/06/05,2016/06/05,,West Indies Tri-Nation Series,NM Lyon,RK Illingworth,,,,,,,
36,932849,West Indies,South Africa,male,2016,,1,Providence Stadium,Guyana,South Africa,bat,RK Illingworth,JS Wilson,GO Brathwaite,JJ Crowe,West Indies,4,2016/06/03,2016/06/03,,West Indies Tri-Nation Series,SP Narine,NJ Llong,,,,,,,
37,931394,Bangladesh,Zimbabwe,male,2015/16,,3,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,Aleem Dar,Sharfuddoula,Anisur Rahman,J Srinath,Bangladesh,,2015/11/11,2015/11/11,61,Zimbabwe in Bangladesh ODI Series,Tamim Iqbal,Enamul Haque,,,,,,,
38,931392,Bangladesh,Zimbabwe,male,2015/16,,2,Shere Bangla National Stadium,Mirpur,Zimbabwe,field,Aleem Dar,Enamul Haque,Sharfuddoula,J Srinath,Bangladesh,,2015/11/09,2015/11/09,58,Zimbabwe in Bangladesh ODI Series,Imrul Kayes,Anisur Rahman,,,,,,,
39,931390,Bangladesh,Zimbabwe,male,2015/16,,1,Shere Bangla National Stadium,Mirpur,Zimbabwe,field,Aleem Dar,Sharfuddoula,Anisur Rahman,J Srinath,Bangladesh,,2015/11/07,2015/11/07,145,Zimbabwe in Bangladesh ODI Series,Mushfiqur Rahim,Enamul Haque,,,,,,,
40,924633,Zimbabwe,Afghanistan,male,2015/16,,4,Queens Sports Club,Bulawayo,Zimbabwe,bat,NJ Llong,TJ Matibiri,RB Tiffin,D Govindjee,Afghanistan,3,2015/10/22,2015/10/22,,Afghanistan in Zimbabwe ODI Series,Mohammad Shahzad,,,,,,,,
41,924629,Zimbabwe,Afghanistan,male,2015/16,,2,Queens Sports Club,Bulawayo,Afghanistan,bat,NJ Llong,RB Tiffin,L Rusere,D Govindjee,Afghanistan,,2015/10/18,2015/10/18,58,Afghanistan in Zimbabwe ODI Series,Mohammad Nabi,,,,,,,,
42,924627,Zimbabwe,Afghanistan,male,2015/16,,1,Queens Sports Club,Bulawayo,Afghanistan,bat,NJ Llong,RB Tiffin,L Rusere,D Govindjee,Zimbabwe,8,2015/10/16,2015/10/16,,Afghanistan in Zimbabwe ODI Series,WP Masakadza,,,,,,,,
43,919617,Zimbabwe,Ireland,male,2015/16,,3,Harare Sports Club,,Ireland,field,JD Cloete,RB Tiffin,L Rusere,J Srinath,Ireland,2,2015/10/13,2015/10/13,,Ireland in Zimbabwe ODI Series,TJ Murtagh,,,,,,,,
44,919615,Zimbabwe,Ireland,male,2015/16,,2,Harare Sports Club,,Zimbabwe,field,JD Cloete,TJ Matibiri,L Rusere,J Srinath,Zimbabwe,5,2015/10/11,2015/10/11,,Ireland in Zimbabwe ODI Series,CR Ervine,,,,,,,,
45,919613,Zimbabwe,Ireland,male,2015/16,,1,Harare Sports Club,,Zimbabwe,field,JD Cloete,RB Tiffin,L Rusere,J Srinath,Zimbabwe,2,2015/10/09,2015/10/09,,Ireland in Zimbabwe ODI Series,Sikandar Raza,,,,,,,,
46,919611,Zimbabwe,Pakistan,male,2015/16,,3,Harare Sports Club,,Pakistan,field,TJ Matibiri,RSA Palliyaguruge,O Chirombe,DT Jukes,Pakistan,7,2015/10/05,2015/10/05,,Pakistan in Zimbabwe ODI Series,Bilal Asif,RB Tiffin,,,,,,,
47,919609,Zimbabwe,Pakistan,male,2015/16,,2,Harare Sports Club,,Pakistan,field,TJ Matibiri,RSA Palliyaguruge,O Chirombe,DT Jukes,Zimbabwe,,2015/10/03,2015/10/03,5,Pakistan in Zimbabwe ODI Series,E Chigumbura,L Rusere,,,D/L,,,,
48,919607,Zimbabwe,Pakistan,male,2015/16,,1,Harare Sports Club,,Zimbabwe,field,RSA Palliyaguruge,RB Tiffin,I Chabi,DT Jukes,Pakistan,,2015/10/01,2015/10/01,131,Pakistan in Zimbabwe ODI Series,Yasir Shah,L Rusere,,,,,,,
49,915781,Sri Lanka,West Indies,male,2015/16,,3,Pallekele International Cricket Stadium,,Sri Lanka,field,MA Gough,RR Wimalasiri,RSA Palliyaguruge,DC Boon,Sri Lanka,,2015/11/07,2015/11/07,19,West Indies in Sri Lanka ODI Series,MN Samuels,RJ Tucker,,,D/L,,,,
50,915779,Sri Lanka,West Indies,male,2015/16,,2,R Premadasa Stadium,Colombo,West Indies,bat,REJ Martinesz,RJ Tucker,RR Wimalasiri,DC Boon,Sri Lanka,8,2015/11/04,2015/11/04,,West Indies in Sri Lanka ODI Series,MDKJ Perera,MA Gough,,,D/L,,,,
51,915777,Sri Lanka,West Indies,male,2015/16,,1,R Premadasa Stadium,Colombo,Sri Lanka,field,MA Gough,RSA Palliyaguruge,REJ Martinesz,DC Boon,Sri Lanka,1,2015/11/01,2015/11/01,,West Indies in Sri Lanka ODI Series,TM Dilshan,RJ Tucker,,,D/L,,,,
52,914265,New Zealand,Pakistan,male,2015/16,,3,Eden Park,Auckland,Pakistan,bat,BF Bowden,NJ Llong,DJ Walker,DC Boon,New Zealand,3,2016/01/31,2016/01/31,,Pakistan in New Zealand ODI Series,MJ Guptill,BNJ Oxenford,,,D/L,,,,
53,914235,New Zealand,Australia,male,2015/16,,3,Seddon Park,Hamilton,Australia,field,IJ Gould,DJ Walker,BF Bowden,BC Broad,New Zealand,,2016/02/08,2016/02/08,55,Chappell-Hadlee Trophy,IS Sodhi,S Ravi,,,,,,,
54,914233,New Zealand,Australia,male,2015/16,,2,Westpac Stadium,Wellington,New Zealand,bat,BF Bowden,S Ravi,DJ Walker,BC Broad,Australia,4,2016/02/06,2016/02/06,,Chappell-Hadlee Trophy,MR Marsh,IJ Gould,,,,,,,
55,914231,New Zealand,Australia,male,2015/16,,1,Eden Park,Auckland,Australia,field,IJ Gould,DJ Walker,BF Bowden,BC Broad,New Zealand,,2016/02/03,2016/02/03,159,Chappell-Hadlee Trophy,MJ Guptill,,,,,,,,
56,914227,New Zealand,Pakistan,male,2015/16,,1,Basin Reserve,Wellington,Pakistan,field,NJ Llong,DJ Walker,BF Bowden,DC Boon,New Zealand,,2016/01/25,2016/01/25,70,Pakistan in New Zealand ODI Series,HM Nicholls,BNJ Oxenford,,,,,,,
57,914215,New Zealand,Sri Lanka,male,2015/16,,5,Bay Oval,Mount Maunganui,Sri Lanka,field,BF Bowden,MA Gough,PD Jones,AJ Pycroft,New Zealand,,2016/01/05,2016/01/05,36,Sri Lanka in New Zealand ODI Series,MJ Henry,RK Illingworth,,,,,,,
58,914213,New Zealand,Sri Lanka,male,2015/16,,4,Saxton Oval,Nelson,Sri Lanka,field,BF Bowden,RK Illingworth,DJ Walker,AJ Pycroft,,,2016/01/02,2016/01/02,,Sri Lanka in New Zealand ODI Series,,MA Gough,,no result,,,,,
59,914211,New Zealand,Sri Lanka,male,2015/16,,3,Saxton Oval,Nelson,New Zealand,bat,BF Bowden,MA Gough,DJ Walker,AJ Pycroft,Sri Lanka,8,2015/12/31,2015/12/31,,Sri Lanka in New Zealand ODI Series,MD Gunathilaka,RK Illingworth,,,,,,,
60,914209,New Zealand,Sri Lanka,male,2015/16,,2,Hagley Oval,Christchurch,Sri Lanka,bat,RK Illingworth,DJ Walker,PD Jones,AJ Pycroft,New Zealand,10,2015/12/28,2015/12/28,,Sri Lanka in New Zealand ODI Series,MJ Guptill,MA Gough,,,,,,,
61,914207,New Zealand,Sri Lanka,male,2015/16,,1,Hagley Oval,Christchurch,Sri Lanka,bat,MA Gough,PD Jones,DJ Walker,AJ Pycroft,New Zealand,7,2015/12/26,2015/12/26,,Sri Lanka in New Zealand ODI Series,MJ Henry,RK Illingworth,,,,,,,
62,913661,England,Pakistan,male,2016,,5,Sophia Gardens,Cardiff,Pakistan,field,RJ Bailey,SD Fry,RT Robinson,JJ Crowe,Pakistan,4,2016/09/04,2016/09/04,,Pakistan in England ODI Series,Sarfraz Ahmed,M Erasmus,,,,,,,
63,913659,England,Pakistan,male,2016,,4,Headingley,Leeds,Pakistan,bat,M Erasmus,RT Robinson,RJ Bailey,JJ Crowe,England,4,2016/09/01,2016/09/01,,Pakistan in England ODI Series,JM Bairstow,SD Fry,,,,,,,
64,913657,England,Pakistan,male,2016,,3,Trent Bridge,Nottingham,England,bat,SD Fry,RA Kettleborough,RT Robinson,JJ Crowe,England,,2016/08/30,2016/08/30,169,Pakistan in England ODI Series,AD Hales,M Erasmus,,,,,,,
65,913655,England,Pakistan,male,2016,,2,Lord's,London,Pakistan,bat,M Erasmus,RT Robinson,RJ Bailey,JJ Crowe,England,4,2016/08/27,2016/08/27,,Pakistan in England ODI Series,JE Root,SD Fry,,,,,,,
66,913653,England,Pakistan,male,2016,,1,The Rose Bowl,Southampton,Pakistan,bat,RJ Bailey,SD Fry,RT Robinson,JJ Crowe,England,,2016/08/24,2016/08/24,44,Pakistan in England ODI Series,JJ Roy,M Erasmus,,,D/L,,,,
67,913649,Ireland,Pakistan,male,2016,,1,"The Village, Malahide",Dublin,Ireland,field,SD Fry,M Hawthorne,AJ Neill,JJ Crowe,Pakistan,,2016/08/18,2016/08/18,255,Pakistan in Ireland ODI Series,,M Erasmus,,,,,,,
68,913631,England,Sri Lanka,male,2016,,5,Sophia Gardens,Cardiff,Sri Lanka,field,MA Gough,PR Reiffel,RJ Bailey,DC Boon,England,,2016/07/02,2016/07/02,122,Sri Lanka in England ODI Series,JC Buttler,BNJ Oxenford,,,,,,,
69,913629,England,Sri Lanka,male,2016,,4,Kennington Oval,London,England,field,RJ Bailey,BNJ Oxenford,MA Gough,DC Boon,England,6,2016/06/29,2016/06/29,,Sri Lanka in England ODI Series,JJ Roy,PR Reiffel,,,D/L,,,,
70,913627,England,Sri Lanka,male,2016,,3,County Ground,Bristol,England,field,PR Reiffel,RT Robinson,RJ Bailey,DC Boon,,,2016/06/26,2016/06/26,,Sri Lanka in England ODI Series,,BNJ Oxenford,,no result,,,,,
71,913625,England,Sri Lanka,male,2016,,2,Edgbaston,Birmingham,Sri Lanka,bat,MA Gough,BNJ Oxenford,RT Robinson,DC Boon,England,10,2016/06/24,2016/06/24,,Sri Lanka in England ODI Series,JJ Roy,PR Reiffel,,,,,,,
72,913623,England,Sri Lanka,male,2016,,1,Trent Bridge,Nottingham,England,field,RJ Bailey,PR Reiffel,MA Gough,DC Boon,,,2016/06/21,2016/06/21,,Sri Lanka in England ODI Series,CR Woakes,BNJ Oxenford,,tie,,,,,
73,913621,Ireland,Sri Lanka,male,2016,,2,"The Village, Malahide",Dublin,Ireland,field,M Hawthorne,BNJ Oxenford,R Black,DC Boon,Sri Lanka,,2016/06/18,2016/06/18,136,Sri Lanka in Ireland ODI Series,,PR Reiffel,,,,,,,
74,911049,United Arab Emirates,Hong Kong,male,2015/16,"ICC World Cricket League Championship, 2015-2016/17",13,ICC Academy,Dubai,Hong Kong,bat,VA Kulkarni,Sarika Prasad,Akbar Khan,D Govindjee,Hong Kong,,2015/11/16,2015/11/16,89,,MS Chapman,,,,,,,,
75,903601,India,South Africa,male,2015/16,,5,Wankhede Stadium,Mumbai,South Africa,bat,AK Chaudhary,HDPK Dharmasena,,BC Broad,South Africa,,2015/10/25,2015/10/25,214,South Africa in India ODI Series,Q de Kock,VA Kulkarni,,,,,,,
76,903599,India,South Africa,male,2015/16,,4,"MA Chidambaram Stadium, Chepauk",Chennai,India,bat,S Ravi,C Shamshuddin,Nitin Menon,BC Broad,India,,2015/10/22,2015/10/22,35,South Africa in India ODI Series,V Kohli,AK Chaudhary,,,,,,,
77,903597,India,South Africa,male,2015/16,,3,Saurashtra Cricket Association Stadium,Rajkot,South Africa,bat,Aleem Dar,C Shamshuddin,Nitin Menon,BC Broad,South Africa,,2015/10/18,2015/10/18,18,South Africa in India ODI Series,M Morkel,CK Nandan,,,,,,,
78,903595,India,South Africa,male,2015/16,,2,Holkar Cricket Stadium,Indore,India,bat,Aleem Dar,VA Kulkarni,AY Dandekar,BC Broad,India,,2015/10/14,2015/10/14,22,South Africa in India ODI Series,MS Dhoni,CK Nandan,,,,,,,
79,903593,India,South Africa,male,2015/16,,1,Green Park,Kanpur,South Africa,bat,Aleem Dar,VA Kulkarni,AY Dandekar,BC Broad,South Africa,,2015/10/11,2015/10/11,5,South Africa in India ODI Series,AB de Villiers,C Shamshuddin,,,,,,,
80,902647,England,Pakistan,male,2015/16,,4,Dubai International Cricket Stadium,,England,bat,Ahsan Raza,CB Gaffaney,Shozab Raza,RS Madugalle,England,,2015/11/20,2015/11/20,84,Pakistan v England ODI Series,JC Buttler,JD Cloete,true,,,,,,
81,902645,England,Pakistan,male,2015/16,,3,Sharjah Cricket Stadium,,Pakistan,bat,JD Cloete,Shozab Raza,Ahsan Raza,RS Madugalle,England,6,2015/11/17,2015/11/17,,Pakistan v England ODI Series,JWA Taylor,CB Gaffaney,true,,,,,,
82,902643,England,Pakistan,male,2015/16,,2,Sheikh Zayed Stadium,Abu Dhabi,England,bat,CB Gaffaney,Shozab Raza,,RS Madugalle,England,,2015/11/13,2015/11/13,95,Pakistan v England ODI Series,AD Hales,JD Cloete,true,,,,,,
83,902641,England,Pakistan,male,2015/16,,1,Sheikh Zayed Stadium,Abu Dhabi,England,bat,Ahsan Raza,JD Cloete,Shozab Raza,RS Madugalle,Pakistan,6,2015/11/11,2015/11/11,,Pakistan v England ODI Series,Mohammad Hafeez,CB Gaffaney,true,,,,,,
84,895815,Australia,India,male,2015/16,,5,Sydney Cricket Ground,,India,field,RA Kettleborough,P Wilson,GA Abood,JJ Crowe,India,6,2016/01/23,2016/01/23,,India in Australia ODI Series,MK Pandey,JD Ward,,,,,,,
85,895813,Australia,India,male,2015/16,,4,Manuka Oval,Canberra,Australia,bat,RA Kettleborough,JD Ward,SJ Nogajski,JJ Crowe,Australia,,2016/01/20,2016/01/20,25,India in Australia ODI Series,KW Richardson,P Wilson,,,,,,,
86,895811,Australia,India,male,2015/16,,3,Melbourne Cricket Ground,,Australia,field,SD Fry,RA Kettleborough,AJ Barrow,JJ Crowe,Australia,3,2016/01/17,2016/01/17,,India in Australia ODI Series,GJ Maxwell,MD Martell,,,,,,,
87,895809,Australia,India,male,2015/16,,2,"Brisbane Cricket Ground, Woolloongabba",Brisbane,India,bat,RA Kettleborough,MD Martell,SAJ Craig,JJ Crowe,Australia,7,2016/01/15,2016/01/15,,India in Australia ODI Series,RG Sharma,SD Fry,,,,,,,
88,895807,Australia,India,male,2015/16,,1,Western Australia Cricket Association Ground,Perth,India,bat,SD Fry,RA Kettleborough,GC Joshua,JJ Crowe,Australia,5,2016/01/12,2016/01/12,,India in Australia ODI Series,SPD Smith,MD Martell,,,,,,,
89,894291,Zimbabwe,New Zealand,male,2015,,3,Harare Sports Club,,Zimbabwe,field,RK Illingworth,TJ Matibiri,I Chabi,DC Boon,New Zealand,,2015/08/07,2015/08/07,38,New Zealand in Zimbabwe ODI Series,KS Williamson,RB Tiffin,,,,,,,
90,894289,Zimbabwe,New Zealand,male,2015,,2,Harare Sports Club,,Zimbabwe,bat,RK Illingworth,TJ Matibiri,O Chirombe,DC Boon,New Zealand,10,2015/08/04,2015/08/04,,New Zealand in Zimbabwe ODI Series,MJ Guptill,L Rusere,,,,TWM Latham,,,
91,894287,Zimbabwe,New Zealand,male,2015,,1,Harare Sports Club,,Zimbabwe,field,RK Illingworth,RB Tiffin,,DC Boon,Zimbabwe,7,2015/08/02,2015/08/02,,New Zealand in Zimbabwe ODI Series,CR Ervine,L Rusere,,,,,,,
92,885967,Zimbabwe,India,male,2015,,3,Harare Sports Club,,Zimbabwe,field,SD Fry,TJ Matibiri,I Chabi,RS Mahanama,India,,2015/07/14,2015/07/14,83,India in Zimbabwe ODI Series,KM Jadhav,RB Tiffin,,,,,,,
93,885965,Zimbabwe,India,male,2015,,2,Harare Sports Club,,Zimbabwe,field,SD Fry,TJ Matibiri,O Chirombe,RS Mahanama,India,,2015/07/12,2015/07/12,62,India in Zimbabwe ODI Series,M Vijay,L Rusere,,,,,,,
94,885959,Zimbabwe,India,male,2015,,1,Harare Sports Club,,Zimbabwe,field,SD Fry,RB Tiffin,TJ Matibiri,RS Mahanama,India,,2015/07/10,2015/07/10,4,India in Zimbabwe ODI Series,AT Rayudu,L Rusere,,,,,,,
95,870735,Bangladesh,India,male,2015,,3,Shere Bangla National Stadium,Mirpur,Bangladesh,field,Enamul Haque,RJ Tucker,Tanvir Ahmed,AJ Pycroft,India,,2015/06/24,2015/06/24,77,India in Bangladesh ODI Series,SK Raina,Sharfuddoula,,,,,,,
96,870733,Bangladesh,India,male,2015,,2,Shere Bangla National Stadium,Mirpur,India,bat,Sharfuddoula,RJ Tucker,Gazi Sohel,AJ Pycroft,Bangladesh,6,2015/06/21,2015/06/21,,India in Bangladesh ODI Series,Mustafizur Rahman,Anisur Rahman,,,D/L,,,,
97,870731,Bangladesh,India,male,2015,,1,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,Enamul Haque,RJ Tucker,Masudur Rahman,AJ Pycroft,Bangladesh,,2015/06/18,2015/06/18,79,India in Bangladesh ODI Series,Mustafizur Rahman,Anisur Rahman,,,,,,,
98,868731,Pakistan,Zimbabwe,male,2015,,3,Gaddafi Stadium,Lahore,Pakistan,bat,Ahsan Raza,RB Tiffin,Shozab Raza,Azhar Khan,,,2015/05/31,2015/05/31,,Zimbabwe in Pakistan ODI Series,,Ahmed Shahab,,no result,,,,,
99,868729,Pakistan,Zimbabwe,male,2015,,2,Gaddafi Stadium,Lahore,Pakistan,field,Shozab Raza,RB Tiffin,Ahsan Raza,Azhar Khan,Pakistan,6,2015/05/29,2015/05/29,,Zimbabwe in Pakistan ODI Series,Azhar Ali,Ahmed Shahab,,,,,,,
